organisationunitname,date,value,product
Baringo County,2021-10-01,96,LNG 5yr
Baringo County,2021-11-01,37,LNG 5yr
Baringo County,2021-12-01,30,LNG 5yr
Baringo County,2022-01-01,40,LNG 5yr
Baringo County,2022-02-01,80,LNG 5yr
Baringo County,2022-03-01,58,LNG 5yr
Baringo County,2022-04-01,60,LNG 5yr
Baringo County,2022-05-01,110,LNG 5yr
Baringo County,2022-06-01,92,LNG 5yr
Bomet County,2021-07-01,317,LNG 5yr
Bomet County,2021-08-01,584,LNG 5yr
Bomet County,2021-09-01,875,LNG 5yr
Bomet County,2021-10-01,573,LNG 5yr
Bomet County,2021-11-01,518,LNG 5yr
Bomet County,2021-12-01,389,LNG 5yr
Bomet County,2022-01-01,686,LNG 5yr
Bomet County,2022-02-01,576,LNG 5yr
Bomet County,2022-03-01,684,LNG 5yr
Bomet County,2022-04-01,517,LNG 5yr
Bomet County,2022-05-01,531,LNG 5yr
Bomet County,2022-06-01,950,LNG 5yr
Bungoma County,2021-07-01,2060,LNG 5yr
Bungoma County,2021-08-01,2031,LNG 5yr
Bungoma County,2021-09-01,1830,LNG 5yr
Bungoma County,2021-10-01,2281,LNG 5yr
Bungoma County,2021-11-01,2156,LNG 5yr
Bungoma County,2021-12-01,1591,LNG 5yr
Bungoma County,2022-01-01,1648,LNG 5yr
Bungoma County,2022-02-01,2500,LNG 5yr
Bungoma County,2022-03-01,2141,LNG 5yr
Bungoma County,2022-04-01,986,LNG 5yr
Bungoma County,2022-05-01,1220,LNG 5yr
Bungoma County,2022-06-01,2646,LNG 5yr
Busia County,2021-07-01,1048,LNG 5yr
Busia County,2021-08-01,480,LNG 5yr
Busia County,2021-09-01,585,LNG 5yr
Busia County,2021-10-01,292,LNG 5yr
Busia County,2021-11-01,279,LNG 5yr
Busia County,2021-12-01,189,LNG 5yr
Busia County,2022-01-01,402,LNG 5yr
Busia County,2022-02-01,405,LNG 5yr
Busia County,2022-03-01,320,LNG 5yr
Busia County,2022-04-01,218,LNG 5yr
Busia County,2022-05-01,898,LNG 5yr
Busia County,2022-06-01,1107,LNG 5yr
Elgeyo Marakwet County,2021-07-01,399,LNG 5yr
Elgeyo Marakwet County,2021-08-01,1422,LNG 5yr
Elgeyo Marakwet County,2021-09-01,537,LNG 5yr
Elgeyo Marakwet County,2021-10-01,337,LNG 5yr
Elgeyo Marakwet County,2021-11-01,438,LNG 5yr
Elgeyo Marakwet County,2021-12-01,313,LNG 5yr
Elgeyo Marakwet County,2022-01-01,368,LNG 5yr
Elgeyo Marakwet County,2022-02-01,418,LNG 5yr
Elgeyo Marakwet County,2022-03-01,576,LNG 5yr
Elgeyo Marakwet County,2022-04-01,275,LNG 5yr
Elgeyo Marakwet County,2022-05-01,288,LNG 5yr
Elgeyo Marakwet County,2022-06-01,314,LNG 5yr
Embu County,2021-07-01,26,LNG 5yr
Embu County,2021-08-01,378,LNG 5yr
Embu County,2021-09-01,241,LNG 5yr
Embu County,2021-10-01,122,LNG 5yr
Embu County,2021-11-01,264,LNG 5yr
Embu County,2021-12-01,177,LNG 5yr
Embu County,2022-01-01,315,LNG 5yr
Embu County,2022-02-01,352,LNG 5yr
Embu County,2022-03-01,440,LNG 5yr
Embu County,2022-04-01,480,LNG 5yr
Embu County,2022-05-01,493,LNG 5yr
Embu County,2022-06-01,328,LNG 5yr
Garissa County,2021-07-01,14,LNG 5yr
Garissa County,2021-08-01,156,LNG 5yr
Garissa County,2021-09-01,4,LNG 5yr
Garissa County,2021-10-01,20,LNG 5yr
Garissa County,2021-11-01,NA,LNG 5yr
Garissa County,2021-12-01,7,LNG 5yr
Garissa County,2022-01-01,10,LNG 5yr
Garissa County,2022-02-01,28,LNG 5yr
Garissa County,2022-03-01,19,LNG 5yr
Garissa County,2022-04-01,27,LNG 5yr
Garissa County,2022-05-01,28,LNG 5yr
Garissa County,2022-06-01,37,LNG 5yr
Homa Bay County,2021-07-01,922,LNG 5yr
Homa Bay County,2021-08-01,686,LNG 5yr
Homa Bay County,2021-09-01,631,LNG 5yr
Homa Bay County,2021-10-01,586,LNG 5yr
Homa Bay County,2021-11-01,663,LNG 5yr
Homa Bay County,2021-12-01,750,LNG 5yr
Homa Bay County,2022-01-01,737,LNG 5yr
Homa Bay County,2022-02-01,819,LNG 5yr
Homa Bay County,2022-03-01,1095,LNG 5yr
Homa Bay County,2022-04-01,1280,LNG 5yr
Homa Bay County,2022-05-01,956,LNG 5yr
Homa Bay County,2022-06-01,1397,LNG 5yr
Isiolo County,2021-07-01,34,LNG 5yr
Isiolo County,2021-08-01,33,LNG 5yr
Isiolo County,2021-09-01,54,LNG 5yr
Isiolo County,2021-10-01,28,LNG 5yr
Isiolo County,2021-11-01,73,LNG 5yr
Isiolo County,2021-12-01,38,LNG 5yr
Isiolo County,2022-01-01,58,LNG 5yr
Isiolo County,2022-02-01,64,LNG 5yr
Isiolo County,2022-03-01,35,LNG 5yr
Isiolo County,2022-04-01,14,LNG 5yr
Isiolo County,2022-05-01,22,LNG 5yr
Isiolo County,2022-06-01,36,LNG 5yr
Kajiado County,2021-07-01,251,LNG 5yr
Kajiado County,2021-08-01,230,LNG 5yr
Kajiado County,2021-09-01,77,LNG 5yr
Kajiado County,2021-10-01,191,LNG 5yr
Kajiado County,2021-11-01,282,LNG 5yr
Kajiado County,2021-12-01,39,LNG 5yr
Kajiado County,2022-01-01,90,LNG 5yr
Kajiado County,2022-02-01,114,LNG 5yr
Kajiado County,2022-03-01,86,LNG 5yr
Kajiado County,2022-04-01,96,LNG 5yr
Kajiado County,2022-05-01,76,LNG 5yr
Kajiado County,2022-06-01,95,LNG 5yr
Kakamega County,2021-07-01,1733,LNG 5yr
Kakamega County,2021-08-01,2161,LNG 5yr
Kakamega County,2021-09-01,2189,LNG 5yr
Kakamega County,2021-10-01,1536,LNG 5yr
Kakamega County,2021-11-01,1701,LNG 5yr
Kakamega County,2021-12-01,1589,LNG 5yr
Kakamega County,2022-01-01,1544,LNG 5yr
Kakamega County,2022-02-01,1732,LNG 5yr
Kakamega County,2022-03-01,2176,LNG 5yr
Kakamega County,2022-04-01,1616,LNG 5yr
Kakamega County,2022-05-01,1498,LNG 5yr
Kakamega County,2022-06-01,1541,LNG 5yr
Kericho County,2021-07-01,243,LNG 5yr
Kericho County,2021-08-01,299,LNG 5yr
Kericho County,2021-09-01,223,LNG 5yr
Kericho County,2021-10-01,378,LNG 5yr
Kericho County,2021-11-01,161,LNG 5yr
Kericho County,2021-12-01,57,LNG 5yr
Kericho County,2022-01-01,55,LNG 5yr
Kericho County,2022-02-01,123,LNG 5yr
Kericho County,2022-03-01,287,LNG 5yr
Kericho County,2022-04-01,199,LNG 5yr
Kericho County,2022-05-01,245,LNG 5yr
Kericho County,2022-06-01,224,LNG 5yr
Kiambu County,2021-07-01,1254,LNG 5yr
Kiambu County,2021-08-01,1363,LNG 5yr
Kiambu County,2021-09-01,1272,LNG 5yr
Kiambu County,2021-10-01,1383,LNG 5yr
Kiambu County,2021-11-01,1410,LNG 5yr
Kiambu County,2021-12-01,1050,LNG 5yr
Kiambu County,2022-01-01,1222,LNG 5yr
Kiambu County,2022-02-01,1281,LNG 5yr
Kiambu County,2022-03-01,1288,LNG 5yr
Kiambu County,2022-04-01,1134,LNG 5yr
Kiambu County,2022-05-01,1157,LNG 5yr
Kiambu County,2022-06-01,966,LNG 5yr
Kilifi County,2021-07-01,2925,LNG 5yr
Kilifi County,2021-08-01,1263,LNG 5yr
Kilifi County,2021-09-01,1438,LNG 5yr
Kilifi County,2021-10-01,1189,LNG 5yr
Kilifi County,2021-11-01,1083,LNG 5yr
Kilifi County,2021-12-01,982,LNG 5yr
Kilifi County,2022-01-01,803,LNG 5yr
Kilifi County,2022-02-01,1135,LNG 5yr
Kilifi County,2022-03-01,1351,LNG 5yr
Kilifi County,2022-04-01,1096,LNG 5yr
Kilifi County,2022-05-01,1431,LNG 5yr
Kilifi County,2022-06-01,1319,LNG 5yr
Kirinyaga County,2021-07-01,427,LNG 5yr
Kirinyaga County,2021-08-01,528,LNG 5yr
Kirinyaga County,2021-09-01,634,LNG 5yr
Kirinyaga County,2021-10-01,574,LNG 5yr
Kirinyaga County,2021-11-01,444,LNG 5yr
Kirinyaga County,2021-12-01,215,LNG 5yr
Kirinyaga County,2022-01-01,316,LNG 5yr
Kirinyaga County,2022-02-01,202,LNG 5yr
Kirinyaga County,2022-03-01,537,LNG 5yr
Kirinyaga County,2022-04-01,373,LNG 5yr
Kirinyaga County,2022-05-01,366,LNG 5yr
Kirinyaga County,2022-06-01,469,LNG 5yr
Kisii County,2021-07-01,707,LNG 5yr
Kisii County,2021-08-01,661,LNG 5yr
Kisii County,2021-09-01,252,LNG 5yr
Kisii County,2021-10-01,385,LNG 5yr
Kisii County,2021-11-01,696,LNG 5yr
Kisii County,2021-12-01,442,LNG 5yr
Kisii County,2022-01-01,340,LNG 5yr
Kisii County,2022-02-01,490,LNG 5yr
Kisii County,2022-03-01,322,LNG 5yr
Kisii County,2022-04-01,472,LNG 5yr
Kisii County,2022-05-01,350,LNG 5yr
Kisii County,2022-06-01,295,LNG 5yr
Kisumu County,2021-07-01,785,LNG 5yr
Kisumu County,2021-08-01,355,LNG 5yr
Kisumu County,2021-09-01,364,LNG 5yr
Kisumu County,2021-10-01,324,LNG 5yr
Kisumu County,2021-11-01,159,LNG 5yr
Kisumu County,2021-12-01,186,LNG 5yr
Kisumu County,2022-01-01,127,LNG 5yr
Kisumu County,2022-02-01,245,LNG 5yr
Kisumu County,2022-03-01,476,LNG 5yr
Kisumu County,2022-04-01,306,LNG 5yr
Kisumu County,2022-05-01,504,LNG 5yr
Kisumu County,2022-06-01,404,LNG 5yr
Kitui County,2021-07-01,1000,LNG 5yr
Kitui County,2021-08-01,1013,LNG 5yr
Kitui County,2021-09-01,644,LNG 5yr
Kitui County,2021-10-01,406,LNG 5yr
Kitui County,2021-11-01,421,LNG 5yr
Kitui County,2021-12-01,355,LNG 5yr
Kitui County,2022-01-01,389,LNG 5yr
Kitui County,2022-02-01,321,LNG 5yr
Kitui County,2022-03-01,874,LNG 5yr
Kitui County,2022-04-01,831,LNG 5yr
Kitui County,2022-05-01,832,LNG 5yr
Kitui County,2022-06-01,769,LNG 5yr
Kwale County,2021-07-01,188,LNG 5yr
Kwale County,2021-08-01,117,LNG 5yr
Kwale County,2021-09-01,111,LNG 5yr
Kwale County,2021-10-01,83,LNG 5yr
Kwale County,2021-11-01,136,LNG 5yr
Kwale County,2021-12-01,124,LNG 5yr
Kwale County,2022-01-01,163,LNG 5yr
Kwale County,2022-02-01,81,LNG 5yr
Kwale County,2022-03-01,154,LNG 5yr
Kwale County,2022-04-01,243,LNG 5yr
Kwale County,2022-05-01,239,LNG 5yr
Kwale County,2022-06-01,385,LNG 5yr
Laikipia County,2021-07-01,164,LNG 5yr
Laikipia County,2021-08-01,327,LNG 5yr
Laikipia County,2021-09-01,155,LNG 5yr
Laikipia County,2021-10-01,296,LNG 5yr
Laikipia County,2021-11-01,303,LNG 5yr
Laikipia County,2021-12-01,258,LNG 5yr
Laikipia County,2022-01-01,226,LNG 5yr
Laikipia County,2022-02-01,362,LNG 5yr
Laikipia County,2022-03-01,265,LNG 5yr
Laikipia County,2022-04-01,278,LNG 5yr
Laikipia County,2022-05-01,243,LNG 5yr
Laikipia County,2022-06-01,98,LNG 5yr
Lamu County,2021-07-01,22,LNG 5yr
Lamu County,2021-08-01,28,LNG 5yr
Lamu County,2021-09-01,45,LNG 5yr
Lamu County,2021-10-01,10,LNG 5yr
Lamu County,2021-11-01,129,LNG 5yr
Lamu County,2021-12-01,18,LNG 5yr
Lamu County,2022-01-01,34,LNG 5yr
Lamu County,2022-02-01,61,LNG 5yr
Lamu County,2022-03-01,106,LNG 5yr
Lamu County,2022-04-01,86,LNG 5yr
Lamu County,2022-05-01,141,LNG 5yr
Lamu County,2022-06-01,107,LNG 5yr
Machakos County,2021-07-01,260,LNG 5yr
Machakos County,2021-08-01,284,LNG 5yr
Machakos County,2021-09-01,161,LNG 5yr
Machakos County,2021-10-01,174,LNG 5yr
Machakos County,2021-11-01,187,LNG 5yr
Machakos County,2021-12-01,82,LNG 5yr
Machakos County,2022-01-01,75,LNG 5yr
Machakos County,2022-02-01,138,LNG 5yr
Machakos County,2022-03-01,157,LNG 5yr
Machakos County,2022-04-01,93,LNG 5yr
Machakos County,2022-05-01,48,LNG 5yr
Machakos County,2022-06-01,46,LNG 5yr
Makueni County,2021-07-01,387,LNG 5yr
Makueni County,2021-08-01,304,LNG 5yr
Makueni County,2021-09-01,112,LNG 5yr
Makueni County,2021-10-01,80,LNG 5yr
Makueni County,2021-11-01,84,LNG 5yr
Makueni County,2021-12-01,44,LNG 5yr
Makueni County,2022-01-01,60,LNG 5yr
Makueni County,2022-02-01,1003,LNG 5yr
Makueni County,2022-03-01,1255,LNG 5yr
Makueni County,2022-04-01,761,LNG 5yr
Makueni County,2022-05-01,947,LNG 5yr
Makueni County,2022-06-01,762,LNG 5yr
Mandera County,2021-07-01,61,LNG 5yr
Mandera County,2021-08-01,24,LNG 5yr
Mandera County,2021-09-01,13,LNG 5yr
Mandera County,2021-10-01,39,LNG 5yr
Mandera County,2021-11-01,30,LNG 5yr
Mandera County,2021-12-01,NA,LNG 5yr
Mandera County,2022-01-01,5,LNG 5yr
Mandera County,2022-02-01,18,LNG 5yr
Mandera County,2022-03-01,32,LNG 5yr
Mandera County,2022-04-01,12,LNG 5yr
Mandera County,2022-05-01,44,LNG 5yr
Mandera County,2022-06-01,18,LNG 5yr
Marsabit County,2021-07-01,19,LNG 5yr
Marsabit County,2021-08-01,29,LNG 5yr
Marsabit County,2021-09-01,9,LNG 5yr
Marsabit County,2021-10-01,12,LNG 5yr
Marsabit County,2021-11-01,1,LNG 5yr
Marsabit County,2021-12-01,1,LNG 5yr
Marsabit County,2022-01-01,2,LNG 5yr
Marsabit County,2022-02-01,NA,LNG 5yr
Marsabit County,2022-03-01,1,LNG 5yr
Marsabit County,2022-04-01,1,LNG 5yr
Marsabit County,2022-05-01,4,LNG 5yr
Marsabit County,2022-06-01,NA,LNG 5yr
Meru County,2021-07-01,542,LNG 5yr
Meru County,2021-08-01,378,LNG 5yr
Meru County,2021-09-01,196,LNG 5yr
Meru County,2021-10-01,299,LNG 5yr
Meru County,2021-11-01,240,LNG 5yr
Meru County,2021-12-01,49,LNG 5yr
Meru County,2022-01-01,422,LNG 5yr
Meru County,2022-02-01,197,LNG 5yr
Meru County,2022-03-01,387,LNG 5yr
Meru County,2022-04-01,248,LNG 5yr
Meru County,2022-05-01,619,LNG 5yr
Meru County,2022-06-01,654,LNG 5yr
Migori County,2021-07-01,3504,LNG 5yr
Migori County,2021-08-01,2346,LNG 5yr
Migori County,2021-09-01,2643,LNG 5yr
Migori County,2021-10-01,2371,LNG 5yr
Migori County,2021-11-01,2922,LNG 5yr
Migori County,2021-12-01,2653,LNG 5yr
Migori County,2022-01-01,2716,LNG 5yr
Migori County,2022-02-01,2592,LNG 5yr
Migori County,2022-03-01,2832,LNG 5yr
Migori County,2022-04-01,2670,LNG 5yr
Migori County,2022-05-01,3044,LNG 5yr
Migori County,2022-06-01,3251,LNG 5yr
Mombasa County,2021-07-01,757,LNG 5yr
Mombasa County,2021-08-01,933,LNG 5yr
Mombasa County,2021-09-01,769,LNG 5yr
Mombasa County,2021-10-01,844,LNG 5yr
Mombasa County,2021-11-01,1121,LNG 5yr
Mombasa County,2021-12-01,1018,LNG 5yr
Mombasa County,2022-01-01,970,LNG 5yr
Mombasa County,2022-02-01,1121,LNG 5yr
Mombasa County,2022-03-01,1182,LNG 5yr
Mombasa County,2022-04-01,614,LNG 5yr
Mombasa County,2022-05-01,989,LNG 5yr
Mombasa County,2022-06-01,1005,LNG 5yr
Muranga County,2021-07-01,579,LNG 5yr
Muranga County,2021-08-01,462,LNG 5yr
Muranga County,2021-09-01,702,LNG 5yr
Muranga County,2021-10-01,367,LNG 5yr
Muranga County,2021-11-01,439,LNG 5yr
Muranga County,2021-12-01,330,LNG 5yr
Muranga County,2022-01-01,403,LNG 5yr
Muranga County,2022-02-01,495,LNG 5yr
Muranga County,2022-03-01,517,LNG 5yr
Muranga County,2022-04-01,286,LNG 5yr
Muranga County,2022-05-01,294,LNG 5yr
Muranga County,2022-06-01,350,LNG 5yr
Nairobi County,2021-07-01,1856,LNG 5yr
Nairobi County,2021-08-01,2579,LNG 5yr
Nairobi County,2021-09-01,2686,LNG 5yr
Nairobi County,2021-10-01,2762,LNG 5yr
Nairobi County,2021-11-01,1930,LNG 5yr
Nairobi County,2021-12-01,2284,LNG 5yr
Nairobi County,2022-01-01,4301,LNG 5yr
Nairobi County,2022-02-01,4113,LNG 5yr
Nairobi County,2022-03-01,5005,LNG 5yr
Nairobi County,2022-04-01,4136,LNG 5yr
Nairobi County,2022-05-01,3854,LNG 5yr
Nairobi County,2022-06-01,4000,LNG 5yr
Nakuru County,2021-07-01,2649,LNG 5yr
Nakuru County,2021-08-01,2065,LNG 5yr
Nakuru County,2021-09-01,1910,LNG 5yr
Nakuru County,2021-10-01,2072,LNG 5yr
Nakuru County,2021-11-01,1507,LNG 5yr
Nakuru County,2021-12-01,1763,LNG 5yr
Nakuru County,2022-01-01,1196,LNG 5yr
Nakuru County,2022-02-01,1859,LNG 5yr
Nakuru County,2022-03-01,3651,LNG 5yr
Nakuru County,2022-04-01,2667,LNG 5yr
Nakuru County,2022-05-01,3471,LNG 5yr
Nakuru County,2022-06-01,2742,LNG 5yr
Nandi County,2021-07-01,426,LNG 5yr
Nandi County,2021-08-01,287,LNG 5yr
Nandi County,2021-09-01,318,LNG 5yr
Nandi County,2021-10-01,460,LNG 5yr
Nandi County,2021-11-01,665,LNG 5yr
Nandi County,2021-12-01,261,LNG 5yr
Nandi County,2022-01-01,197,LNG 5yr
Nandi County,2022-02-01,529,LNG 5yr
Nandi County,2022-03-01,544,LNG 5yr
Nandi County,2022-04-01,148,LNG 5yr
Nandi County,2022-05-01,135,LNG 5yr
Nandi County,2022-06-01,159,LNG 5yr
Narok County,2021-07-01,900,LNG 5yr
Narok County,2021-08-01,1204,LNG 5yr
Narok County,2021-09-01,1019,LNG 5yr
Narok County,2021-10-01,795,LNG 5yr
Narok County,2021-11-01,907,LNG 5yr
Narok County,2021-12-01,523,LNG 5yr
Narok County,2022-01-01,735,LNG 5yr
Narok County,2022-02-01,340,LNG 5yr
Narok County,2022-03-01,473,LNG 5yr
Narok County,2022-04-01,120,LNG 5yr
Narok County,2022-05-01,139,LNG 5yr
Narok County,2022-06-01,475,LNG 5yr
Nyamira County,2021-07-01,332,LNG 5yr
Nyamira County,2021-08-01,130,LNG 5yr
Nyamira County,2021-09-01,559,LNG 5yr
Nyamira County,2021-10-01,821,LNG 5yr
Nyamira County,2021-11-01,152,LNG 5yr
Nyamira County,2021-12-01,422,LNG 5yr
Nyamira County,2022-01-01,289,LNG 5yr
Nyamira County,2022-02-01,273,LNG 5yr
Nyamira County,2022-03-01,509,LNG 5yr
Nyamira County,2022-04-01,470,LNG 5yr
Nyamira County,2022-05-01,396,LNG 5yr
Nyamira County,2022-06-01,293,LNG 5yr
Nyandarua County,2021-07-01,149,LNG 5yr
Nyandarua County,2021-08-01,121,LNG 5yr
Nyandarua County,2021-09-01,114,LNG 5yr
Nyandarua County,2021-10-01,78,LNG 5yr
Nyandarua County,2021-11-01,54,LNG 5yr
Nyandarua County,2021-12-01,35,LNG 5yr
Nyandarua County,2022-01-01,34,LNG 5yr
Nyandarua County,2022-02-01,93,LNG 5yr
Nyandarua County,2022-03-01,156,LNG 5yr
Nyandarua County,2022-04-01,116,LNG 5yr
Nyandarua County,2022-05-01,73,LNG 5yr
Nyandarua County,2022-06-01,298,LNG 5yr
Nyeri County,2021-07-01,203,LNG 5yr
Nyeri County,2021-08-01,178,LNG 5yr
Nyeri County,2021-09-01,168,LNG 5yr
Nyeri County,2021-10-01,154,LNG 5yr
Nyeri County,2021-11-01,126,LNG 5yr
Nyeri County,2021-12-01,101,LNG 5yr
Nyeri County,2022-01-01,43,LNG 5yr
Nyeri County,2022-02-01,72,LNG 5yr
Nyeri County,2022-03-01,62,LNG 5yr
Nyeri County,2022-04-01,79,LNG 5yr
Nyeri County,2022-05-01,42,LNG 5yr
Nyeri County,2022-06-01,33,LNG 5yr
Samburu County,2021-07-01,59,LNG 5yr
Samburu County,2021-08-01,73,LNG 5yr
Samburu County,2021-09-01,67,LNG 5yr
Samburu County,2021-10-01,64,LNG 5yr
Samburu County,2021-11-01,40,LNG 5yr
Samburu County,2021-12-01,21,LNG 5yr
Samburu County,2022-01-01,44,LNG 5yr
Samburu County,2022-02-01,45,LNG 5yr
Samburu County,2022-03-01,73,LNG 5yr
Samburu County,2022-04-01,73,LNG 5yr
Samburu County,2022-05-01,33,LNG 5yr
Samburu County,2022-06-01,34,LNG 5yr
Siaya County,2021-07-01,1445,LNG 5yr
Siaya County,2021-08-01,829,LNG 5yr
Siaya County,2021-09-01,713,LNG 5yr
Siaya County,2021-10-01,983,LNG 5yr
Siaya County,2021-11-01,959,LNG 5yr
Siaya County,2021-12-01,491,LNG 5yr
Siaya County,2022-01-01,293,LNG 5yr
Siaya County,2022-02-01,299,LNG 5yr
Siaya County,2022-03-01,484,LNG 5yr
Siaya County,2022-04-01,297,LNG 5yr
Siaya County,2022-05-01,406,LNG 5yr
Siaya County,2022-06-01,524,LNG 5yr
Taita Taveta County,2021-07-01,201,LNG 5yr
Taita Taveta County,2021-08-01,90,LNG 5yr
Taita Taveta County,2021-09-01,85,LNG 5yr
Taita Taveta County,2021-10-01,263,LNG 5yr
Taita Taveta County,2021-11-01,25,LNG 5yr
Taita Taveta County,2021-12-01,60,LNG 5yr
Taita Taveta County,2022-01-01,52,LNG 5yr
Taita Taveta County,2022-02-01,111,LNG 5yr
Taita Taveta County,2022-03-01,150,LNG 5yr
Taita Taveta County,2022-04-01,71,LNG 5yr
Taita Taveta County,2022-05-01,134,LNG 5yr
Taita Taveta County,2022-06-01,72,LNG 5yr
Tana River County,2021-07-01,76,LNG 5yr
Tana River County,2021-08-01,74,LNG 5yr
Tana River County,2021-09-01,11,LNG 5yr
Tana River County,2021-10-01,29,LNG 5yr
Tana River County,2021-11-01,5,LNG 5yr
Tana River County,2021-12-01,126,LNG 5yr
Tana River County,2022-01-01,NA,LNG 5yr
Tana River County,2022-02-01,10,LNG 5yr
Tana River County,2022-03-01,13,LNG 5yr
Tana River County,2022-04-01,9,LNG 5yr
Tana River County,2022-05-01,1,LNG 5yr
Tana River County,2022-06-01,NA,LNG 5yr
Tharaka Nithi County,2021-07-01,150,LNG 5yr
Tharaka Nithi County,2021-08-01,416,LNG 5yr
Tharaka Nithi County,2021-09-01,424,LNG 5yr
Tharaka Nithi County,2021-10-01,283,LNG 5yr
Tharaka Nithi County,2021-11-01,265,LNG 5yr
Tharaka Nithi County,2021-12-01,196,LNG 5yr
Tharaka Nithi County,2022-01-01,342,LNG 5yr
Tharaka Nithi County,2022-02-01,274,LNG 5yr
Tharaka Nithi County,2022-03-01,318,LNG 5yr
Tharaka Nithi County,2022-04-01,191,LNG 5yr
Tharaka Nithi County,2022-05-01,360,LNG 5yr
Tharaka Nithi County,2022-06-01,352,LNG 5yr
Trans Nzoia County,2021-07-01,964,LNG 5yr
Trans Nzoia County,2021-08-01,1053,LNG 5yr
Trans Nzoia County,2021-09-01,1044,LNG 5yr
Trans Nzoia County,2021-10-01,847,LNG 5yr
Trans Nzoia County,2021-11-01,1320,LNG 5yr
Trans Nzoia County,2021-12-01,847,LNG 5yr
Trans Nzoia County,2022-01-01,1062,LNG 5yr
Trans Nzoia County,2022-02-01,1412,LNG 5yr
Trans Nzoia County,2022-03-01,1835,LNG 5yr
Trans Nzoia County,2022-04-01,481,LNG 5yr
Trans Nzoia County,2022-05-01,429,LNG 5yr
Trans Nzoia County,2022-06-01,319,LNG 5yr
Turkana County,2021-07-01,48,LNG 5yr
Turkana County,2021-08-01,7,LNG 5yr
Turkana County,2021-09-01,34,LNG 5yr
Turkana County,2021-10-01,11,LNG 5yr
Turkana County,2021-11-01,39,LNG 5yr
Turkana County,2021-12-01,22,LNG 5yr
Turkana County,2022-01-01,58,LNG 5yr
Turkana County,2022-02-01,25,LNG 5yr
Turkana County,2022-03-01,38,LNG 5yr
Turkana County,2022-04-01,89,LNG 5yr
Turkana County,2022-05-01,88,LNG 5yr
Turkana County,2022-06-01,121,LNG 5yr
Uasin Gishu County,2021-07-01,734,LNG 5yr
Uasin Gishu County,2021-08-01,449,LNG 5yr
Uasin Gishu County,2021-09-01,562,LNG 5yr
Uasin Gishu County,2021-10-01,514,LNG 5yr
Uasin Gishu County,2021-11-01,314,LNG 5yr
Uasin Gishu County,2021-12-01,499,LNG 5yr
Uasin Gishu County,2022-01-01,1313,LNG 5yr
Uasin Gishu County,2022-02-01,602,LNG 5yr
Uasin Gishu County,2022-03-01,1282,LNG 5yr
Uasin Gishu County,2022-04-01,676,LNG 5yr
Uasin Gishu County,2022-05-01,740,LNG 5yr
Uasin Gishu County,2022-06-01,932,LNG 5yr
Vihiga County,2021-07-01,300,LNG 5yr
Vihiga County,2021-08-01,397,LNG 5yr
Vihiga County,2021-09-01,493,LNG 5yr
Vihiga County,2021-10-01,295,LNG 5yr
Vihiga County,2021-11-01,388,LNG 5yr
Vihiga County,2021-12-01,515,LNG 5yr
Vihiga County,2022-01-01,336,LNG 5yr
Vihiga County,2022-02-01,504,LNG 5yr
Vihiga County,2022-03-01,723,LNG 5yr
Vihiga County,2022-04-01,70,LNG 5yr
Vihiga County,2022-05-01,209,LNG 5yr
Vihiga County,2022-06-01,718,LNG 5yr
Wajir County,2021-07-01,25,LNG 5yr
Wajir County,2021-08-01,26,LNG 5yr
Wajir County,2021-09-01,26,LNG 5yr
Wajir County,2021-10-01,41,LNG 5yr
Wajir County,2021-11-01,39,LNG 5yr
Wajir County,2021-12-01,26,LNG 5yr
Wajir County,2022-01-01,28,LNG 5yr
Wajir County,2022-02-01,12,LNG 5yr
Wajir County,2022-03-01,51,LNG 5yr
Wajir County,2022-04-01,15,LNG 5yr
Wajir County,2022-05-01,22,LNG 5yr
Wajir County,2022-06-01,48,LNG 5yr
West Pokot County,2021-07-01,67,LNG 5yr
West Pokot County,2021-08-01,155,LNG 5yr
West Pokot County,2021-09-01,195,LNG 5yr
West Pokot County,2021-10-01,113,LNG 5yr
West Pokot County,2021-11-01,70,LNG 5yr
West Pokot County,2021-12-01,100,LNG 5yr
West Pokot County,2022-01-01,85,LNG 5yr
West Pokot County,2022-02-01,79,LNG 5yr
West Pokot County,2022-03-01,97,LNG 5yr
West Pokot County,2022-04-01,60,LNG 5yr
West Pokot County,2022-05-01,91,LNG 5yr
West Pokot County,2022-06-01,66,LNG 5yr
Baringo County,2021-07-01,82,LNG 3yr
Baringo County,2021-08-01,107,LNG 3yr
Baringo County,2021-09-01,125,LNG 3yr
Baringo County,2021-10-01,108,LNG 3yr
Baringo County,2021-11-01,145,LNG 3yr
Baringo County,2021-12-01,105,LNG 3yr
Baringo County,2022-01-01,120,LNG 3yr
Baringo County,2022-02-01,101,LNG 3yr
Baringo County,2022-03-01,136,LNG 3yr
Baringo County,2022-04-01,71,LNG 3yr
Baringo County,2022-05-01,244,LNG 3yr
Baringo County,2022-06-01,227,LNG 3yr
Bomet County,2021-07-01,505,LNG 3yr
Bomet County,2021-08-01,450,LNG 3yr
Bomet County,2021-09-01,106,LNG 3yr
Bomet County,2021-10-01,41,LNG 3yr
Bomet County,2021-11-01,54,LNG 3yr
Bomet County,2021-12-01,56,LNG 3yr
Bomet County,2022-01-01,139,LNG 3yr
Bomet County,2022-02-01,219,LNG 3yr
