"Report_ID","Service_Name","Channel","Customer_Name","State","Ticket_Open_Time","Ticket_Resp_Time","Issue_Res_Time","Fault_Type","Operator","Manager","Ticket_Close_Time","Ticket_Status","Business_Status","Response_Time","Resolve_Time","Weekdays","Hour_Of_Day"
"AXA-20201216-3158-MCON","M Connect","WebForm","Lemway","KATSINA",2020-12-16 08:04:02,2020-12-16 08:14:28,2020-12-16 10:31:04,"hardware failure","Kingsley","Kerry",2020-12-16 15:09:21,"Completed","Closed","00:10:26","02:16:36","Wednesday"," 8AM"
"AXA-20201223-2471-WiFi8","WiFI - 8","Social Media","Cassava","LAGOS",2020-12-23 08:27:37,2020-12-23 08:37:04,2020-12-23 10:42:42,"Customers End","Kingsley","Kerry",2020-12-23 14:19:13,"Completed","Closed","00:09:27","02:05:38","Wednesday"," 8AM"
"AXA-20201219-2740-WiFi6","WiFI - 6","WebForm","Cejex","LAGOS",2020-12-19 08:31:33,2020-12-19 08:36:47,2020-12-19 12:04:58,"Customers End","Kingsley","Kerry",2020-12-19 16:57:43,"Completed","Closed","00:05:14","03:28:11","Saturday"," 8AM"
"AXA-20201211-5528-WiFi11","WiFI - 11","WebForm","TwinsDeck","YOBE",2020-12-11 15:21:32,2020-12-11 15:27:59,2020-12-11 19:54:11,"Customers End","Kingsley","Kerry",2020-12-12 00:36:46,"Completed","Closed","00:06:27","04:26:12","Friday"," 3PM"
"AXA-20201228-3809-C95","Cloud95","Email","Ultimate","ZAMFARA",2020-12-28 11:33:10,2020-12-28 11:40:48,2020-12-28 13:17:06,"Line damage","Kingsley","Kerry",2020-12-28 18:52:50,"Completed","Closed","00:07:38","01:36:18","Monday","11AM"
"AXA-20201223-3341-MAC","Metro Area Connect","Phone Call","Dan","NIGER",2020-12-23 13:47:12,2020-12-23 13:53:00,2020-12-23 15:00:10,"Line damage","Kingsley","Kerry",2020-12-23 18:16:47,"Completed","Closed","00:05:48","01:07:10","Wednesday"," 1PM"
"AXA-20201219-5432-WiFi8","WiFI - 8","WebForm","TwinsDeck","RIVERS",2020-12-19 08:40:42,2020-12-19 08:41:18,2020-12-19 14:11:39,"Customers End","Kingsley","Kerry",2020-12-19 18:41:31,"Completed","Closed","00:00:36","05:30:21","Saturday"," 8AM"
"AXA-20201229-1987-WLESS","Wireless","USSD","International","BAYELSA",2020-12-29 12:16:15,2020-12-29 12:24:22,2020-12-29 13:59:48,"hardware failure","Kingsley","Kerry",2020-12-29 14:26:51,"Completed","Closed","00:08:07","01:35:26","Tuesday","12PM"
"AXA-20201216-5406-WiFi3","WiFI - 3","WebForm","Union","BAYELSA",2020-12-16 08:30:30,2020-12-16 08:34:42,2020-12-16 14:20:23,"Customers End","Kingsley","Kerry",2020-12-16 19:53:59,"Completed","Closed","00:04:12","05:45:41","Wednesday"," 8AM"
"AXA-20201218-5736-C100","Cloud100","USSD","BetSan","KWARA",2020-12-18 11:14:18,2020-12-18 11:24:47,2020-12-18 13:56:30,"Customers End","Kingsley","Kerry",2020-12-18 18:32:55,"Completed","Closed","00:10:29","02:31:43","Friday","11AM"
"AXA-20201224-2472-C95","Cloud95","Social Media","CCD","FCT ABUJA",2020-12-24 15:23:38,2020-12-24 15:33:52,2020-12-24 21:09:00,"Customers End","Kingsley","Kerry",2020-12-25 02:47:52,"Completed","Closed","00:10:14","05:35:08","Thursday"," 3PM"
"AXA-20201205-4586-WLESS","Wireless","Chatbot","Lemway","KWARA",2020-12-05 15:55:31,2020-12-05 16:06:02,2020-12-05 18:12:37,"Customers End","Kingsley","Kerry",2020-12-05 21:31:17,"Completed","Closed","00:10:31","02:06:35","Saturday"," 3PM"
"AXA-20201201-3802-C95","Cloud95","Email","Transnational","DELTA",2020-12-01 13:20:46,2020-12-01 13:22:53,2020-12-01 16:37:03,"Line damage","Kingsley","Kerry",2020-12-01 21:10:45,"Completed","Closed","00:02:07","03:14:10","Tuesday"," 1PM"
"AXA-20201205-5321-WLESS","Wireless","Email","Transnational","OSUN",2020-12-05 15:42:17,2020-12-05 15:51:56,2020-12-05 18:12:40,"Customers End","Kingsley","Kerry",2020-12-05 21:26:28,"Completed","Closed","00:09:39","02:20:44","Saturday"," 3PM"
"AXA-20201213-2200-WiFi3","WiFI - 3","Phone Call","Transnational","BENUE",2020-12-13 14:53:37,2020-12-13 14:55:43,2020-12-13 19:26:10,"Customers End","Kingsley","Kerry",2020-12-13 23:02:45,"Completed","Closed","00:02:06","04:30:27","Sunday"," 2PM"
"AXA-20201229-1104-HSE","High speed Internet","Social Media","Arik","OYO",2020-12-29 14:49:16,2020-12-29 14:58:23,2020-12-29 16:03:56,"Line damage","Kingsley","Kerry",2020-12-29 21:34:31,"Completed","Closed","00:09:07","01:05:33","Tuesday"," 2PM"
"AXA-20201209-3180-WiFi11","WiFI - 11","USSD","ShopLite","ZAMFARA",2020-12-09 12:09:07,2020-12-09 12:19:26,2020-12-09 13:32:00,"Customers End","Kingsley","Kerry",2020-12-09 17:11:49,"Completed","Closed","00:10:19","01:12:34","Wednesday","12PM"
"AXA-20201220-4741-HSE","High speed Internet","Email","Jiji","ONDO",2020-12-20 11:08:43,2020-12-20 11:18:11,2020-12-20 16:36:19,"Customers End","Kingsley","Kerry",2020-12-20 22:04:31,"Completed","Closed","00:09:28","05:18:08","Sunday","11AM"
"AXA-20201204-4327-WiFi10","WiFI - 10","Social Media","Transnational","LAGOS",2020-12-04 15:26:23,2020-12-04 15:29:06,2020-12-04 17:48:27,"Customers End","Kingsley","Kerry",2020-12-04 22:11:54,"Completed","Closed","00:02:43","02:19:21","Friday"," 3PM"
"AXA-20201227-5749-HSE","High speed Internet","Email","ShopLite","AKWA IBOM",2020-12-27 15:04:30,2020-12-27 15:15:01,2020-12-27 16:38:24,"Line damage","Kingsley","Kerry",2020-12-27 21:18:41,"Completed","Closed","00:10:31","01:23:23","Sunday"," 3PM"
"AXA-20201220-3231-MCON","M Connect","Phone Call","CCD","NIGER",2020-12-20 14:02:36,2020-12-20 14:06:46,2020-12-20 17:30:53,"hardware failure","Kingsley","Kerry",2020-12-20 22:00:25,"Completed","Closed","00:04:10","03:24:07","Sunday"," 2PM"
"AXA-20201225-4191-WiFi4","WiFI - 4","Email","Transnational","PLATEAU",2020-12-25 11:40:46,2020-12-25 11:43:04,2020-12-25 11:43:15,"Line damage","Kingsley","Kerry",2020-12-25 17:22:58,"Completed","Closed","00:02:18","00:00:11","Friday","11AM"
"AXA-20201221-3346-ICS","Interconnection Services","WebForm","Jendor","NASARAWA",2020-12-21 13:38:11,2020-12-21 13:47:49,2020-12-21 18:56:25,"Customers End","Kingsley","Kerry",2020-12-21 23:46:05,"Completed","Closed","00:09:38","05:08:36","Monday"," 1PM"
"AXA-20201223-3472-EVOICE","EVoice","Social Media","FoodCo","NIGER",2020-12-23 08:26:37,2020-12-23 08:31:01,2020-12-23 08:56:23,"Customers End","Kingsley","Kerry",2020-12-23 12:46:03,"Completed","Closed","00:04:24","00:25:22","Wednesday"," 8AM"
"AXA-20201214-5545-WiFi8","WiFI - 8","Email","Transnational","EKITI",2020-12-14 08:09:50,2020-12-14 08:13:11,2020-12-14 12:34:48,"Line damage","Kingsley","Kerry",2020-12-14 17:55:28,"Completed","Closed","00:03:21","04:21:37","Monday"," 8AM"
"AXA-20201221-5522-VOICE","Voice","WebForm","Union","DELTA",2020-12-21 15:32:05,2020-12-21 15:40:13,2020-12-21 16:16:54,"Customers End","Kingsley","Kerry",2020-12-21 20:34:10,"Completed","Closed","00:08:08","00:36:41","Monday"," 3PM"
"AXA-20201210-4126-WiFi7","WiFI - 7","Chatbot","WinBen","YOBE",2020-12-10 09:38:02,2020-12-10 09:47:48,2020-12-10 12:30:17,"Customers End","Kingsley","Kerry",2020-12-10 17:14:51,"Completed","Closed","00:09:46","02:42:29","Thursday"," 9AM"
"AXA-20201231-1621-HSE","High speed Internet","Social Media","TwinsDeck","GOMBE",2020-12-31 00:07:04,2020-12-31 00:09:50,2020-12-31 04:55:27,"Customers End","Kingsley","Kerry",2020-12-31 06:57:05,"Completed","Closed","00:02:46","04:45:37","Thursday","12AM"
"AXA-20201206-4119-WiFi4","WiFI - 4","Chatbot","SPARD","RIVERS",2020-12-06 15:53:21,2020-12-06 15:53:38,2020-12-06 17:55:02,"Routine Service","Kingsley","Kerry",2020-12-06 21:44:58,"Completed","Closed","00:00:17","02:01:24","Sunday"," 3PM"
"AXA-20201203-5502-MAC","Metro Area Connect","Chatbot","Transnational","BENUE",2020-12-03 09:59:57,2020-12-03 10:03:28,2020-12-03 13:07:40,"Customers End","Kingsley","Kerry",2020-12-03 18:24:12,"Completed","Closed","00:03:31","03:04:12","Thursday"," 9AM"
"AXA-20201210-2752-C95","Cloud95","Social Media","CCD","RIVERS",2020-12-10 14:26:34,2020-12-10 14:29:41,2020-12-10 16:37:21,"Line damage","Kingsley","Kerry",2020-12-10 21:59:43,"Completed","Closed","00:03:07","02:07:40","Thursday"," 2PM"
"AXA-20201228-3444-ICS","Interconnection Services","Social Media","Jiji","BAUCHI",2020-12-28 14:57:23,2020-12-28 14:57:29,2020-12-28 18:06:42,"Line damage","Kingsley","Kerry",2020-12-28 23:36:36,"Completed","Closed","00:00:06","03:09:13","Monday"," 2PM"
"AXA-20201213-3167-MAC","Metro Area Connect","Email","BetBoss","YOBE",2020-12-13 13:07:16,2020-12-13 13:18:01,2020-12-13 17:27:34,"hardware failure","Kingsley","Kerry",2020-12-13 22:46:20,"Completed","Closed","00:10:45","04:09:33","Sunday"," 1PM"
"AXA-20201220-4325-WiFi6","WiFI - 6","Chatbot","Sahad","IMO",2020-12-20 13:24:03,2020-12-20 13:24:21,2020-12-20 13:49:38,"Routine Service","Kingsley","Kerry",2020-12-20 17:12:13,"Completed","Closed","00:00:18","00:25:17","Sunday"," 1PM"
"AXA-20201201-5805-WiFi7","WiFI - 7","USSD","Cassava","KATSINA",2020-12-01 15:32:26,2020-12-01 15:36:41,2020-12-01 16:02:55,"Customers End","Kingsley","Kerry",2020-12-01 20:53:23,"Completed","Closed","00:04:15","00:26:14","Tuesday"," 3PM"
"AXA-20201214-4534-WLESS","Wireless","USSD","PWAN","BORNO",2020-12-14 12:42:52,2020-12-14 12:50:57,2020-12-14 14:32:32,"Customers End","Kingsley","Kerry",2020-12-14 18:57:15,"Completed","Closed","00:08:05","01:41:35","Monday","12PM"
"AXA-20201213-5113-WiFi9","WiFI - 9","USSD","De-Masters","BORNO",2020-12-13 14:07:53,2020-12-13 14:18:40,2020-12-13 19:27:46,"Customers End","Kingsley","Kerry",2020-12-14 00:41:23,"Completed","Closed","00:10:47","05:09:06","Sunday"," 2PM"
"AXA-20201205-6099-MAC","Metro Area Connect","WebForm","Transnational","ENUGU",2020-12-05 13:43:58,2020-12-05 13:48:16,2020-12-05 14:16:21,"Support network failures","Kingsley","Kerry",2020-12-05 18:07:43,"Completed","Closed","00:04:18","00:28:05","Saturday"," 1PM"
"AXA-20201204-5963-CBS","Cloud-based services","WebForm","Denna","NASARAWA",2020-12-04 15:29:05,2020-12-04 15:37:17,2020-12-04 17:15:37,"Customers End","Kingsley","Kerry",2020-12-04 22:51:32,"Completed","Closed","00:08:12","01:38:20","Friday"," 3PM"
"AXA-20201215-5569-WiFi10","WiFI - 10","Social Media","Sahad","EKITI",2020-12-15 10:06:35,2020-12-15 10:09:55,2020-12-15 13:20:02,"Routine Service","Kingsley","Kerry",2020-12-15 16:33:58,"Completed","Closed","00:03:20","03:10:07","Tuesday","10AM"
"AXA-20201231-1130-WLESS","Wireless","Social Media","Cassava","KATSINA",2020-12-31 00:34:03,2020-12-31 00:42:38,2020-12-31 02:04:13,"Customers End","Kingsley","Kerry",2020-12-31 21:26:25,"Completed","Closed","00:08:35","01:21:35","Thursday","12AM"
"AXA-20201218-5608-EVOICE","EVoice","WebForm","Nabett","IMO",2020-12-18 11:51:35,2020-12-18 11:59:12,2020-12-18 13:22:42,"Customers End","Kingsley","Kerry",2020-12-18 16:39:06,"Completed","Closed","00:07:37","01:23:30","Friday","11AM"
"AXA-20201218-3682-EVOICE","EVoice","Phone Call","Denna","ANAMBRA",2020-12-18 15:24:24,2020-12-18 15:28:02,2020-12-18 20:35:04,"Customers End","Kingsley","Kerry",2020-12-19 01:01:18,"Completed","Closed","00:03:38","05:07:02","Friday"," 3PM"
"AXA-20201230-1457-HSE","High speed Internet","Social Media","Chanrai's","BORNO",2020-12-30 21:25:06,2020-12-30 21:25:19,2020-12-31 02:32:21,"Line damage","Kingsley","Kerry",2020-12-31 06:56:13,"Completed","Closed","00:00:13","05:07:02","Wednesday"," 9PM"
"AXA-20201208-2304-C100","Cloud100","Email","WetinLas","ENUGU",2020-12-08 08:32:48,2020-12-08 08:41:35,2020-12-08 13:16:11,"Customers End","Kingsley","Kerry",2020-12-08 17:47:39,"Completed","Closed","00:08:47","04:34:36","Tuesday"," 8AM"
"AXA-20201223-5226-WiFi4","WiFI - 4","Phone Call","Jacobs","KANO",2020-12-23 11:40:39,2020-12-23 11:51:09,2020-12-23 14:02:38,"Customers End","Kingsley","Kerry",2020-12-23 18:52:07,"Completed","Closed","00:10:30","02:11:29","Wednesday","11AM"
"AXA-20201231-1352-WLESS","Wireless","Social Media","Transnational","NASARAWA",2020-12-31 23:04:08,2020-12-31 23:09:50,2021-01-01 03:18:14,"Line damage","Kingsley","Kerry",2021-01-01 06:23:56,"Completed","Closed","00:05:42","04:08:24","Thursday","11PM"
"AXA-20201222-2462-WiFi7","WiFI - 7","Phone Call","Systemtech","ANAMBRA",2020-12-22 09:25:16,2020-12-22 09:25:35,2020-12-22 15:07:08,"Customers End","Kingsley","Kerry",2020-12-22 19:38:40,"Completed","Closed","00:00:19","05:41:33","Tuesday"," 9AM"
"AXA-20201215-4389-HSE","High speed Internet","WebForm","Zercom","IMO",2020-12-15 13:40:45,2020-12-15 13:41:30,2020-12-15 14:12:41,"Line damage","Kingsley","Kerry",2020-12-15 17:41:23,"Completed","Closed","00:00:45","00:31:11","Tuesday"," 1PM"
"AXA-20201205-2560-WiFi9","WiFI - 9","Chatbot","Wemathon","KANO",2020-12-05 13:35:18,2020-12-05 13:46:03,2020-12-05 13:52:41,"Line damage","Kingsley","Kerry",2020-12-05 18:42:21,"Completed","Closed","00:10:45","00:06:38","Saturday"," 1PM"
"AXA-20201202-5501-WiFi3","WiFI - 3","Email","Systemtech","OGUN",2020-12-02 13:28:33,2020-12-02 13:32:39,2020-12-02 14:09:21,"Customers End","Kingsley","Kerry",2020-12-02 19:39:40,"Completed","Closed","00:04:06","00:36:42","Wednesday"," 1PM"
"AXA-20201201-3765-WiFi9","WiFI - 9","WebForm","International","DELTA",2020-12-01 09:34:34,2020-12-01 09:36:42,2020-12-01 12:58:05,"Customers End","Kingsley","Kerry",2020-12-01 16:34:42,"Completed","Closed","00:02:08","03:21:23","Tuesday"," 9AM"
"AXA-20201218-2325-WiFi7","WiFI - 7","Chatbot","Nabett","ENUGU",2020-12-18 10:00:54,2020-12-18 10:07:22,2020-12-18 15:44:41,"Support network failures","Kingsley","Kerry",2020-12-18 20:13:21,"Completed","Closed","00:06:28","05:37:19","Friday","10AM"
"AXA-20201222-2604-WiFi7","WiFI - 7","Phone Call","Transnational","OYO",2020-12-22 10:47:49,2020-12-22 10:50:21,2020-12-22 13:01:24,"Customers End","Kingsley","Kerry",2020-12-22 16:16:58,"Completed","Closed","00:02:32","02:11:03","Tuesday","10AM"
"AXA-20201201-4282-WLESS","Wireless","USSD","Tidel","NIGER",2020-12-01 11:50:06,2020-12-01 11:52:17,2020-12-01 12:19:33,"Routine Service","Kingsley","Kerry",2020-12-01 17:44:50,"Completed","Closed","00:02:11","00:27:16","Tuesday","11AM"
"AXA-20201201-3858-WLESS","Wireless","Chatbot","Goodies","LAGOS",2020-12-01 11:56:52,2020-12-01 12:03:19,2020-12-01 15:07:48,"Line damage","Kingsley","Kerry",2020-12-01 18:21:00,"Completed","Closed","00:06:27","03:04:29","Tuesday","11AM"
"AXA-20201212-3270-WiFi7","WiFI - 7","USSD","Ezcom","ABIA",2020-12-12 13:47:10,2020-12-12 13:49:38,2020-12-12 16:28:54,"Routine Service","Kingsley","Kerry",2020-12-12 19:42:08,"Completed","Closed","00:02:28","02:39:16","Saturday"," 1PM"
"AXA-20201231-1510-HSE","High speed Internet","Social Media","Hubmart","OYO",2020-12-31 01:01:09,2020-12-31 01:01:52,2020-12-31 02:21:40,"Customers End","Kingsley","Kerry",2020-12-31 06:57:03,"Completed","Closed","00:00:43","01:19:48","Thursday"," 1AM"
"AXA-20201230-1651-HSE","High speed Internet","Social Media","TwinsFaja","LAGOS",2020-12-30 18:40:09,2020-12-30 18:42:38,2020-12-30 21:42:58,"Customers End","Kingsley","Kerry",2020-12-31 07:06:06,"Completed","Closed","00:02:29","03:00:20","Wednesday"," 6PM"
"AXA-20201213-5332-VOICE","Voice","WebForm","Jacobs","KOGI",2020-12-13 11:54:56,2020-12-13 12:05:36,2020-12-13 13:35:17,"Customers End","Kingsley","Kerry",2020-12-13 19:13:44,"Completed","Closed","00:10:40","01:29:41","Sunday","11AM"
"AXA-20201219-5400-WiFi8","WiFI - 8","WebForm","BetLife","NASARAWA",2020-12-19 15:35:29,2020-12-19 15:43:47,2020-12-19 21:03:55,"Customers End","Kingsley","Kerry",2020-12-20 01:56:20,"Completed","Closed","00:08:18","05:20:08","Saturday"," 3PM"
"AXA-20201218-4189-WLESS","Wireless","USSD","CCD","OYO",2020-12-18 10:10:59,2020-12-18 10:20:27,2020-12-18 10:22:05,"Customers End","Kingsley","Kerry",2020-12-18 13:53:00,"Completed","Closed","00:09:28","00:01:38","Friday","10AM"
"AXA-20201226-4312-WLESS","Wireless","Email","Alumaco","KANO",2020-12-26 10:50:50,2020-12-26 10:51:11,2020-12-26 14:04:17,"Customers End","Kingsley","Kerry",2020-12-26 18:29:58,"Completed","Closed","00:00:21","03:13:06","Saturday","10AM"
"AXA-20201231-1488-WLESS","Wireless","Social Media","FoodCo","NIGER",2020-12-31 03:37:06,2020-12-31 03:41:24,2020-12-31 09:08:56,"Line damage","Kingsley","Kerry",2020-12-31 06:53:47,"Completed","Closed","00:04:18","05:27:32","Thursday"," 3AM"
"AXA-20201215-4926-WiFi9","WiFI - 9","Phone Call","MIEC","GOMBE",2020-12-15 08:15:16,2020-12-15 08:20:48,2020-12-15 09:56:52,"Routine Service","Kingsley","Kerry",2020-12-15 14:47:17,"Completed","Closed","00:05:32","01:36:04","Tuesday"," 8AM"
"AXA-20201202-2315-MAC","Metro Area Connect","Email","Cassava","DELTA",2020-12-02 14:59:55,2020-12-02 15:05:26,2020-12-02 16:21:10,"Routine Service","Kingsley","Kerry",2020-12-02 22:04:36,"Completed","Closed","00:05:31","01:15:44","Wednesday"," 2PM"
"AXA-20201230-1837-WLESS","Wireless","Social Media","Allied","DELTA",2020-12-30 21:19:04,2020-12-30 21:21:18,2020-12-30 23:42:56,"Customers End","Kingsley","Kerry",2020-12-31 06:59:21,"Completed","Closed","00:02:14","02:21:38","Wednesday"," 9PM"
"AXA-20201222-5659-CBS","Cloud-based services","Chatbot","Jiji","OGUN",2020-12-22 13:22:23,2020-12-22 13:27:47,2020-12-22 13:29:09,"Customers End","Kingsley","Kerry",2020-12-22 18:12:05,"Completed","Closed","00:05:24","00:01:22","Tuesday"," 1PM"
"AXA-20201208-2778-WiFi3","WiFI - 3","Email","CCD","GOMBE",2020-12-08 10:23:36,2020-12-08 10:34:19,2020-12-08 14:05:39,"Customers End","Kingsley","Kerry",2020-12-08 17:52:14,"Completed","Closed","00:10:43","03:31:20","Tuesday","10AM"
"AXA-20201217-4367-C95","Cloud95","Email","Marketsquare","KWARA",2020-12-17 10:02:04,2020-12-17 10:06:39,2020-12-17 10:10:44,"Customers End","Kingsley","Kerry",2020-12-17 13:59:04,"Completed","Closed","00:04:35","00:04:05","Thursday","10AM"
"AXA-20201229-1572-WLESS","Wireless","Social Media","ShopLite","ANAMBRA",2020-12-29 12:43:03,2020-12-29 12:51:19,2020-12-29 13:55:34,"Customers End","Kingsley","Kerry",2020-12-29 14:33:35,"Completed","Closed","00:08:16","01:04:15","Tuesday","12PM"
"AXA-20201203-4061-WiFi4","WiFI - 4","Chatbot","Transnational","ZAMFARA",2020-12-03 11:52:31,2020-12-03 12:01:05,2020-12-03 16:23:17,"Line damage","Kingsley","Kerry",2020-12-03 22:09:47,"Completed","Closed","00:08:34","04:22:12","Thursday","11AM"
"AXA-20201216-4304-CBS","Cloud-based services","Phone Call","Denna","OGUN",2020-12-16 10:01:05,2020-12-16 10:02:31,2020-12-16 12:24:37,"Line damage","Kingsley","Kerry",2020-12-16 16:59:27,"Completed","Closed","00:01:26","02:22:06","Wednesday","10AM"
"AXA-20201226-5602-WiFi6","WiFI - 6","WebForm","Chanrai's","AKWA IBOM",2020-12-26 08:24:42,2020-12-26 08:26:01,2020-12-26 11:08:13,"hardware failure","Kingsley","Kerry",2020-12-26 16:56:27,"Completed","Closed","00:01:19","02:42:12","Saturday"," 8AM"
"AXA-20201207-2797-WiFi10","WiFI - 10","Email","Transnational","PLATEAU",2020-12-07 08:29:51,2020-12-07 08:33:57,2020-12-07 12:09:13,"Customers End","Kingsley","Kerry",2020-12-07 17:47:58,"Completed","Closed","00:04:06","03:35:16","Monday"," 8AM"
"AXA-20201204-4678-HSE","High speed Internet","WebForm","Eversharpmaster","PLATEAU",2020-12-04 15:52:10,2020-12-04 15:56:52,2020-12-04 20:35:33,"Customers End","Kingsley","Kerry",2020-12-05 02:04:53,"Completed","Closed","00:04:42","04:38:41","Friday"," 3PM"
"AXA-20201202-2843-WiFi10","WiFI - 10","Phone Call","United Keys","ZAMFARA",2020-12-02 15:56:09,2020-12-02 15:59:42,2020-12-02 16:14:12,"Router Failure","Kingsley","Kerry",2020-12-02 20:04:02,"Completed","Closed","00:03:33","00:14:30","Wednesday"," 3PM"
"AXA-20201225-2836-WiFi11","WiFI - 11","Chatbot","Ultimate","PLATEAU",2020-12-25 13:22:39,2020-12-25 13:27:57,2020-12-25 14:41:05,"Customers End","Kingsley","Kerry",2020-12-25 19:10:55,"Completed","Closed","00:05:18","01:13:08","Friday"," 1PM"
"AXA-20201208-4005-ICS","Interconnection Services","WebForm","ShopLite","ZAMFARA",2020-12-08 14:22:28,2020-12-08 14:31:37,2020-12-08 18:44:15,"Customers End","Kingsley","Kerry",2020-12-09 00:22:56,"Completed","Closed","00:09:09","04:12:38","Tuesday"," 2PM"
"AXA-20201213-4164-WiFi9","WiFI - 9","WebForm","ROCAD","DELTA",2020-12-13 09:42:40,2020-12-13 09:52:00,2020-12-13 14:23:09,"Customers End","Kingsley","Kerry",2020-12-13 18:07:38,"Completed","Closed","00:09:20","04:31:09","Sunday"," 9AM"
"AXA-20201202-3276-WLESS","Wireless","Phone Call","Transnational","BORNO",2020-12-02 12:02:19,2020-12-02 12:03:57,2020-12-02 15:17:24,"Customers End","Kingsley","Kerry",2020-12-02 19:09:15,"Completed","Closed","00:01:38","03:13:27","Wednesday","12PM"
"AXA-20201211-3323-WiFi7","WiFI - 7","WebForm","ShopLite","FCT ABUJA",2020-12-11 15:43:14,2020-12-11 15:50:26,2020-12-11 21:05:45,"Customers End","Kingsley","Kerry",2020-12-12 01:25:32,"Completed","Closed","00:07:12","05:15:19","Friday"," 3PM"
"AXA-20201225-5051-WiFi8","WiFI - 8","WebForm","Mivo","BENUE",2020-12-25 09:45:22,2020-12-25 09:54:49,2020-12-25 10:34:09,"Customers End","Kingsley","Kerry",2020-12-25 15:26:56,"Completed","Closed","00:09:27","00:39:20","Friday"," 9AM"
"AXA-20201229-1575-WLESS","Wireless","Social Media","ShopLite","DELTA",2020-12-29 13:43:03,2020-12-29 13:47:43,2020-12-29 14:21:56,"Customers End","Kingsley","Kerry",2020-12-30 06:08:29,"Completed","Closed","00:04:40","00:34:13","Tuesday"," 1PM"
"AXA-20201231-1168-VOICE","Voice","Social Media","Dan","ENUGU",2020-12-31 03:22:04,2020-12-31 03:22:48,2020-12-31 08:48:32,"Customers End","Kingsley","Kerry",2021-01-01 07:25:58,"Completed","Closed","00:00:44","05:25:44","Thursday"," 3AM"
"AXA-20201207-4131-EVOICE","EVoice","Social Media","Addide","IMO",2020-12-07 12:40:00,2020-12-07 12:41:24,2020-12-07 18:17:11,"Customers End","Kingsley","Kerry",2020-12-07 22:52:36,"Completed","Closed","00:01:24","05:35:47","Monday","12PM"
"AXA-20201211-5159-MCON","M Connect","Email","Zercom","PLATEAU",2020-12-11 14:51:39,2020-12-11 14:52:58,2020-12-11 20:33:03,"Customers End","Kingsley","Kerry",2020-12-11 23:53:38,"Completed","Closed","00:01:19","05:40:05","Friday"," 2PM"
"AXA-20201222-5855-MCON","M Connect","Chatbot","JH","ZAMFARA",2020-12-22 14:49:12,2020-12-22 14:56:27,2020-12-22 17:18:34,"Customers End","Kingsley","Kerry",2020-12-22 20:54:50,"Completed","Closed","00:07:15","02:22:07","Tuesday"," 2PM"
"AXA-20201230-2047-HSE","High speed Internet","Social Media","ACCNI","BORNO",2020-12-30 17:07:03,2020-12-30 17:07:48,2020-12-30 18:41:05,"Routine Service","Kingsley","Kerry",2021-01-02 06:30:00,"Completed","Closed","00:00:45","01:33:17","Wednesday"," 5PM"
"AXA-20201231-1894-WLESS","Wireless","Social Media","Ultimate","NASARAWA",2020-12-31 23:04:23,2020-12-31 23:04:47,2021-01-01 00:20:31,"Line damage","Kingsley","Kerry",2021-01-01 10:36:09,"Completed","Closed","00:00:24","01:15:44","Thursday","11PM"
"AXA-20201210-6073-WLESS","Wireless","Social Media","BetSan","LAGOS",2020-12-10 15:46:26,2020-12-10 15:47:58,2020-12-10 16:24:02,"Line damage","Kingsley","Kerry",2020-12-10 21:43:26,"Completed","Closed","00:01:32","00:36:04","Thursday"," 3PM"
"AXA-20201230-1633-HSE","High speed Internet","Social Media","SupaTram","AKWA IBOM",2020-12-30 17:22:03,2020-12-30 17:24:36,2020-12-30 18:26:01,"Customers End","Kingsley","Kerry",2021-01-02 06:26:42,"Completed","Closed","00:02:33","01:01:25","Wednesday"," 5PM"
"AXA-20201206-6104-C100","Cloud100","WebForm","Dang","IMO",2020-12-06 09:52:52,2020-12-06 09:58:59,2020-12-06 11:41:22,"Customers End","Kingsley","Kerry",2020-12-06 17:04:52,"Completed","Closed","00:06:07","01:42:23","Sunday"," 9AM"
"AXA-20201211-3003-VOICE","Voice","Phone Call","ShopLite","BAUCHI",2020-12-11 10:37:32,2020-12-11 10:45:55,2020-12-11 16:15:22,"Customers End","Kingsley","Kerry",2020-12-11 22:06:39,"Completed","Closed","00:08:23","05:29:27","Friday","10AM"
"AXA-20201229-1145-WLESS","Wireless","USSD","Cassava","ABIA",2020-12-29 11:31:14,2020-12-29 11:40:52,2020-12-29 16:02:05,"Line damage","Kingsley","Kerry",2020-12-29 14:37:34,"Completed","Closed","00:09:38","04:21:13","Tuesday","11AM"
"AXA-20201208-2773-HSE","High speed Internet","Social Media","FoodCo","EDO",2020-12-08 11:07:05,2020-12-08 11:11:16,2020-12-08 13:42:52,"Customers End","Kingsley","Kerry",2020-12-08 18:09:47,"Completed","Closed","00:04:11","02:31:36","Tuesday","11AM"
"AXA-20201231-2045-HSE","High speed Internet","Social Media","Annuri","RIVERS",2020-12-31 17:40:09,2020-12-31 17:46:54,2020-12-31 18:23:28,"hardware failure","Kingsley","Kerry",2021-01-01 07:35:41,"Completed","Closed","00:06:45","00:36:34","Thursday"," 5PM"
"AXA-20201231-1228-HSE","High speed Internet","Social Media","Jiji","NASARAWA",2020-12-31 23:04:06,2020-12-31 23:04:48,2020-12-31 23:33:30,"Line damage","Kingsley","Kerry",2021-01-01 07:05:32,"Completed","Closed","00:00:42","00:28:42","Thursday","11PM"
