,Date,Q-P1,Q-P2,Q-P3,Q-P4,S-P1,S-P2,S-P3,S-P4
1993,04-12-2015,5721,3973,5058,1711,18135.57,25188.82,27414.36,12199.43
1994,05-12-2015,2914,3467,1462,1198,9237.38,21980.78,7924.04,8541.74
1995,06-12-2015,5204,639,387,1426,16496.68,4051.26,2097.54,10167.38
1996,07-12-2015,1744,2353,4851,1345,5528.48,14918.02,26292.42,9589.85
1997,08-12-2015,4708,3200,2041,269,14924.36,20288,11062.22,1917.97
1998,09-12-2015,7873,3280,3499,1288,24957.41,20795.2,18964.58,9183.44
1999,10-12-2015,1130,2377,1858,1533,3582.1,15070.18,10070.36,10930.29
2000,11-12-2015,5342,1124,2533,616,16934.14,7126.16,13728.86,4392.08
2001,12-12-2015,4029,2712,1911,633,12771.93,17194.08,10357.62,4513.29
2002,13-12-2015,5150,3061,1919,845,16325.5,19406.74,10400.98,6024.85
2003,14-12-2015,1676,3198,5013,340,5312.92,20275.32,27170.46,2424.2
2004,15-12-2015,5810,2408,5712,1945,18417.7,15266.72,30959.04,13867.85
2005,16-12-2015,7711,2321,4053,1087,24443.87,14715.14,21967.26,7750.31
2006,17-12-2015,3297,2375,4942,1230,10451.49,15057.5,26785.64,8769.9
2007,18-12-2015,7652,2273,4485,667,24256.84,14410.82,24308.7,4755.71
2008,19-12-2015,3150,602,533,1396,9985.5,3816.68,2888.86,9953.48
2009,20-12-2015,5263,3130,2815,744,16683.71,19844.2,15257.3,5304.72
2010,21-12-2015,4549,3393,1757,1351,14420.33,21511.62,9522.94,9632.63
2011,22-12-2015,1836,2740,2433,1353,5820.12,17371.6,13186.86,9646.89
2012,23-12-2015,5162,1944,3293,1446,16363.54,12324.96,17848.06,10309.98
2013,24-12-2015,7021,3487,717,669,22256.57,22107.58,3886.14,4769.97
2014,25-12-2015,727,3163,783,1967,2304.59,20053.42,4243.86,14024.71
2015,26-12-2015,6685,3320,4771,526,21191.45,21048.8,25858.82,3750.38
2016,27-12-2015,4019,2065,4935,480,12740.23,13092.1,26747.7,3422.4
2017,28-12-2015,5670,3070,656,1287,17973.9,19463.8,3555.52,9176.31
2018,29-12-2015,4980,3443,962,1532,15786.6,21828.62,5214.04,10923.16
2019,30-12-2015,6471,1273,504,1617,20513.07,8070.82,2731.68,11529.21
2020,01-01-2016,4853,2422,2280,367,15384.01,15355.48,12357.6,2616.71
2021,02-01-2016,7166,445,1363,942,22716.22,2821.3,7387.46,6716.46
2022,03-01-2016,1707,574,2223,1799,5411.19,3639.16,12048.66,12826.87
2023,04-01-2016,5791,2793,5063,1307,18357.47,17707.62,27441.46,9318.91
2024,05-01-2016,1065,2039,2938,529,3376.05,12927.26,15923.96,3771.77
2025,06-01-2016,3362,1085,1930,1250,10657.54,6878.9,10460.6,8912.5
2026,07-01-2016,7962,2007,2042,1826,25239.54,12724.38,11067.64,13019.38
2027,08-01-2016,3137,3001,3993,1088,9944.29,19026.34,21642.06,7757.44
2028,09-01-2016,5765,2428,778,531,18275.05,15393.52,4216.76,3786.03
2029,10-01-2016,5821,2992,2611,551,18452.57,18969.28,14151.62,3928.63
2030,11-01-2016,5534,2355,3725,1332,17542.78,14930.7,20189.5,9497.16
2031,12-01-2016,7637,2791,1424,1381,24209.29,17694.94,7718.08,9846.53
2032,13-01-2016,7888,1104,4945,1625,25004.96,6999.36,26801.9,11586.25
2033,14-01-2016,3921,1540,3786,909,12429.57,9763.6,20520.12,6481.17
2034,15-01-2016,7985,1118,5727,386,25312.45,7088.12,31040.34,2752.18
2035,16-01-2016,4465,1313,3728,1227,14154.05,8324.42,20205.76,8748.51
2036,17-01-2016,5160,3413,1279,744,16357.2,21638.42,6932.18,5304.72
2037,18-01-2016,7149,1578,559,1606,22662.33,10004.52,3029.78,11450.78
2038,19-01-2016,793,3191,4102,1380,2513.81,20230.94,22232.84,9839.4
2039,20-01-2016,7008,3777,1942,1751,22215.36,23946.18,10525.64,12484.63
2040,21-01-2016,5928,3280,3031,1262,18791.76,20795.2,16428.02,8998.06
2041,22-01-2016,6052,575,864,1553,19184.84,3645.5,4682.88,11072.89
2042,23-01-2016,7898,3591,5526,1058,25036.66,22766.94,29950.92,7543.54
2043,24-01-2016,6054,2211,407,1465,19191.18,14017.74,2205.94,10445.45
2044,25-01-2016,5519,1513,3572,627,17495.23,9592.42,19360.24,4470.51
2045,26-01-2016,407,1712,2194,595,1290.19,10854.08,11891.48,4242.35
2046,27-01-2016,948,1013,4093,902,3005.16,6422.42,22184.06,6431.26
2047,28-01-2016,758,974,3216,1383,2402.86,6175.16,17430.72,9860.79
2048,29-01-2016,7473,1680,3538,1713,23689.41,10651.2,19175.96,12213.69
2049,30-01-2016,1300,2530,4030,785,4121,16040.2,21842.6,5597.05
2050,31-01-2016,5839,1562,5248,1609,18509.63,9903.08,28444.16,11472.17
2051,01-02-2016,467,1625,1880,1587,1480.39,10302.5,10189.6,11315.31
2052,02-02-2016,1060,3144,5817,680,3360.2,19932.96,31528.14,4848.4
2053,03-02-2016,2058,1883,5081,1672,6523.86,11938.22,27539.02,11921.36
2054,04-02-2016,7719,2457,553,855,24469.23,15577.38,2997.26,6096.15
2055,05-02-2016,4136,2683,3789,1293,13111.12,17010.22,20536.38,9219.09
2056,06-02-2016,6580,1492,591,878,20858.6,9459.28,3203.22,6260.14
2057,07-02-2016,4866,1487,5001,1968,15425.22,9427.58,27105.42,14031.84
2058,08-02-2016,1763,2608,738,1202,5588.71,16534.72,3999.96,8570.26
2059,09-02-2016,4891,1996,2984,459,15504.47,12654.64,16173.28,3272.67
2060,10-02-2016,6217,2134,2358,1262,19707.89,13529.56,12780.36,8998.06
2061,11-02-2016,6734,1328,3088,1848,21346.78,8419.52,16736.96,13176.24
2062,12-02-2016,898,3456,3449,806,2846.66,21911.04,18693.58,5746.78
2063,13-02-2016,6599,2841,3937,910,20918.83,18011.94,21338.54,6488.3
2064,14-02-2016,4115,1175,298,952,13044.55,7449.5,1615.16,6787.76
2065,15-02-2016,370,3634,5343,464,1172.9,23039.56,28959.06,3308.32
2066,16-02-2016,6166,865,4269,1858,19546.22,5484.1,23137.98,13247.54
2067,17-02-2016,7214,1708,2304,1262,22868.38,10828.72,12487.68,8998.06
2068,18-02-2016,5177,3638,1396,666,16411.09,23064.92,7566.32,4748.58
2069,19-02-2016,3268,3419,4002,294,10359.56,21676.46,21690.84,2096.22
2070,20-02-2016,7580,1489,4343,1576,24028.6,9440.26,23539.06,11236.88
2071,21-02-2016,6677,642,5454,1683,21166.09,4070.28,29560.68,11999.79
2072,22-02-2016,7183,3760,3984,1552,22770.11,23838.4,21593.28,11065.76
2073,23-02-2016,2177,1700,2491,601,6901.09,10778,13501.22,4285.13
2074,24-02-2016,5806,2217,2047,1338,18405.02,14055.78,11094.74,9539.94
2075,25-02-2016,3494,1360,645,1252,11075.98,8622.4,3495.9,8926.76
2076,26-02-2016,3988,1947,4178,1507,12641.96,12343.98,22644.76,10744.91
2077,27-02-2016,5112,3554,2930,1861,16205.04,22532.36,15880.6,13268.93
2078,01-03-2016,1558,2531,1553,1578,4938.86,16046.54,8417.26,11251.14
2079,02-03-2016,5940,1454,640,1394,18829.8,9218.36,3468.8,9939.22
2080,03-03-2016,3282,3156,5584,1661,10403.94,20009.04,30265.28,11842.93
2081,04-03-2016,6269,3267,1798,1377,19872.73,20712.78,9745.16,9818.01
2082,05-03-2016,6292,3765,1037,1126,19945.64,23870.1,5620.54,8028.38
2083,06-03-2016,4127,2805,4628,1126,13082.59,17783.7,25083.76,8028.38
2084,07-03-2016,7241,2711,1476,579,22953.97,17187.74,7999.92,4128.27
2085,08-03-2016,5146,2041,2756,1068,16312.82,12939.94,14937.52,7614.84
2086,09-03-2016,699,2016,3331,806,2215.83,12781.44,18054.02,5746.78
2087,10-03-2016,1089,806,1864,1610,3452.13,5110.04,10102.88,11479.3
2088,11-03-2016,7936,3899,2879,940,25157.12,24719.66,15604.18,6702.2
2089,12-03-2016,2269,3690,1316,1294,7192.73,23394.6,7132.72,9226.22
2090,13-03-2016,4619,2398,2242,1650,14642.23,15203.32,12151.64,11764.5
2091,14-03-2016,7269,3548,3436,1128,23042.73,22494.32,18623.12,8042.64
2092,15-03-2016,6847,2420,4156,646,21704.99,15342.8,22525.52,4605.98
2093,16-03-2016,7093,3720,2644,761,22484.81,23584.8,14330.48,5425.93
2094,17-03-2016,1690,282,4235,1388,5357.3,1787.88,22953.7,9896.44
2095,18-03-2016,711,2671,1781,1486,2253.87,16934.14,9653.02,10595.18
2096,19-03-2016,2246,776,2692,705,7119.82,4919.84,14590.64,5026.65
2097,20-03-2016,429,2904,3457,275,1359.93,18411.36,18736.94,1960.75
2098,21-03-2016,1595,1996,5767,1364,5056.15,12654.64,31257.14,9725.32
2099,22-03-2016,3756,801,4671,1317,11906.52,5078.34,25316.82,9390.21
2100,23-03-2016,5164,802,2269,725,16369.88,5084.68,12297.98,5169.25
2101,24-03-2016,3458,1973,3589,1895,10961.86,12508.82,19452.38,13511.35
2102,25-03-2016,4147,2243,5848,1074,13145.99,14220.62,31696.16,7657.62
2103,26-03-2016,1358,3706,272,1143,4304.86,23496.04,1474.24,8149.59
2104,27-03-2016,2073,2034,1563,1411,6571.41,12895.56,8471.46,10060.43
2105,28-03-2016,5593,3009,4021,1519,17729.81,19077.06,21793.82,10830.47
2106,29-03-2016,4558,1443,3659,1665,14448.86,9148.62,19831.78,11871.45
2107,30-03-2016,3716,2895,4611,1710,11779.72,18354.3,24991.62,12192.3
2108,31-03-2016,7825,3908,396,884,24805.25,24776.72,2146.32,6302.92
2109,01-04-2016,5180,1078,5790,1643,16420.6,6834.52,31381.8,11714.59
2110,02-04-2016,1445,799,2295,460,4580.65,5065.66,12438.9,3279.8
2111,03-04-2016,5547,863,5164,1989,17583.99,5471.42,27988.88,14181.57
2112,04-04-2016,7246,1728,1782,1663,22969.82,10955.52,9658.44,11857.19
2113,05-04-2016,6915,2455,1157,1338,21920.55,15564.7,6270.94,9539.94
2114,06-04-2016,5738,279,2723,336,18189.46,1768.86,14758.66,2395.68
2115,07-04-2016,2343,1430,368,650,7427.31,9066.2,1994.56,4634.5
2116,08-04-2016,6380,3604,3799,556,20224.6,22849.36,20590.58,3964.28
2117,09-04-2016,5453,2911,3616,473,17286.01,18455.74,19598.72,3372.49
2118,10-04-2016,6201,544,4323,512,19657.17,3448.96,23430.66,3650.56
2119,11-04-2016,4364,2073,3917,1350,13833.88,13142.82,21230.14,9625.5
2120,12-04-2016,1985,1984,2421,1486,6292.45,12578.56,13121.82,10595.18
2121,13-04-2016,4516,3927,3259,513,14315.72,24897.18,17663.78,3657.69
2122,14-04-2016,5081,1113,1522,1838,16106.77,7056.42,8249.24,13104.94
2123,15-04-2016,4794,2659,447,1914,15196.98,16858.06,2422.74,13646.82
2124,16-04-2016,1887,3924,3432,802,5981.79,24878.16,18601.44,5718.26
2125,17-04-2016,6847,819,4536,1457,21704.99,5192.46,24585.12,10388.41
2126,18-04-2016,1898,1333,4552,1700,6016.66,8451.22,24671.84,12121
2127,19-04-2016,1472,1486,2227,268,4666.24,9421.24,12070.34,1910.84
2128,20-04-2016,314,3953,2773,1890,995.38,25062.02,15029.66,13475.7
2129,21-04-2016,6860,2296,3945,451,21746.2,14556.64,21381.9,3215.63
2130,22-04-2016,2165,506,2001,1290,6863.05,3208.04,10845.42,9197.7
2131,23-04-2016,3724,1903,5856,465,11805.08,12065.02,31739.52,3315.45
2132,24-04-2016,5325,612,2532,1445,16880.25,3880.08,13723.44,10302.85
2133,25-04-2016,4833,3579,1137,1117,15320.61,22690.86,6162.54,7964.21
2134,26-04-2016,7962,1879,3572,634,25239.54,11912.86,19360.24,4520.42
2135,27-04-2016,4712,3795,4364,254,14937.04,24060.3,23652.88,1811.02
2136,28-04-2016,6288,3910,4776,918,19932.96,24789.4,25885.92,6545.34
2137,29-04-2016,6984,1910,4405,1086,22139.28,12109.4,23875.1,7743.18
2138,30-04-2016,2065,3024,5021,801,6546.05,19172.16,27213.82,5711.13
2139,01-05-2016,2630,2299,1630,869,8337.1,14575.66,8834.6,6195.97
2140,02-05-2016,1095,3096,5770,1158,3471.15,19628.64,31273.4,8256.54
2141,03-05-2016,1683,1655,4672,1344,5335.11,10492.7,25322.24,9582.72
2142,04-05-2016,3651,3265,4360,1087,11573.67,20700.1,23631.2,7750.31
2143,05-05-2016,1868,1112,5570,945,5921.56,7050.08,30189.4,6737.85
2144,06-05-2016,1577,276,4487,1662,4999.09,1749.84,24319.54,11850.06
2145,07-05-2016,5609,745,359,1423,17780.53,4723.3,1945.78,10145.99
2146,08-05-2016,6627,3087,456,1245,21007.59,19571.58,2471.52,8876.85
2147,09-05-2016,4502,914,3442,543,14271.34,5794.76,18655.64,3871.59
2148,10-05-2016,6888,3112,5500,253,21834.96,19730.08,29810,1803.89
2149,11-05-2016,5321,3614,4575,1135,16867.57,22912.76,24796.5,8092.55
2150,12-05-2016,6356,1715,2958,738,20148.52,10873.1,16032.36,5261.94
2151,13-05-2016,2946,2397,5210,307,9338.82,15196.98,28238.2,2188.91
2152,14-05-2016,3075,2540,491,1457,9747.75,16103.6,2661.22,10388.41
2153,15-05-2016,5442,2229,2104,1661,17251.14,14131.86,11403.68,11842.93
2154,16-05-2016,3771,1061,4672,1155,11954.07,6726.74,25322.24,8235.15
2155,17-05-2016,1562,2984,3389,553,4951.54,18918.56,18368.38,3942.89
2156,18-05-2016,6717,1244,4883,1576,21292.89,7886.96,26465.86,11236.88
2157,19-05-2016,385,2036,5897,514,1220.45,12908.24,31961.74,3664.82
2158,20-05-2016,7857,646,4324,1828,24906.69,4095.64,23436.08,13033.64
2159,21-05-2016,5395,1516,5598,774,17102.15,9611.44,30341.16,5518.62
2160,22-05-2016,2184,3523,2306,1440,6923.28,22335.82,12498.52,10267.2
2161,23-05-2016,3897,1414,4776,1074,12353.49,8964.76,25885.92,7657.62
2162,24-05-2016,3199,2677,2275,1839,10140.83,16972.18,12330.5,13112.07
2163,25-05-2016,7678,3525,1776,1382,24339.26,22348.5,9625.92,9853.66
2164,26-05-2016,5113,2677,5786,641,16208.21,16972.18,31360.12,4570.33
2165,27-05-2016,4763,2492,3901,1120,15098.71,15799.28,21143.42,7985.6
2166,28-05-2016,5703,837,4892,782,18078.51,5306.58,26514.64,5575.66
2167,29-05-2016,4967,2397,3366,827,15745.39,15196.98,18243.72,5896.51
2168,30-05-2016,6740,2408,1533,700,21365.8,15266.72,8308.86,4991
2169,31-05-2016,6500,283,1853,1118,20605,1794.22,10043.26,7971.34
2170,01-06-2016,399,871,4982,1587,1264.83,5522.14,27002.44,11315.31
2171,02-06-2016,1042,726,414,965,3303.14,4602.84,2243.88,6880.45
2172,03-06-2016,4335,2421,5333,1438,13741.95,15349.14,28904.86,10252.94
2173,04-06-2016,5243,1450,5484,580,16620.31,9193,29723.28,4135.4
2174,05-06-2016,6550,1302,1057,1769,20763.5,8254.68,5728.94,12612.97
2175,06-06-2016,6524,3937,2964,1944,20681.08,24960.58,16064.88,13860.72
2176,07-06-2016,2424,3260,5076,1083,7684.08,20668.4,27511.92,7721.79
2177,08-06-2016,3511,3528,1891,1381,11129.87,22367.52,10249.22,9846.53
2178,09-06-2016,6409,2664,3571,621,20316.53,16889.76,19354.82,4427.73
2179,10-06-2016,4519,3629,1371,456,14325.23,23007.86,7430.82,3251.28
2180,11-06-2016,647,1214,3971,849,2050.99,7696.76,21522.82,6053.37
2181,12-06-2016,2126,960,4162,815,6739.42,6086.4,22558.04,5810.95
2182,13-06-2016,575,1041,3131,1311,1822.75,6599.94,16970.02,9347.43
2183,14-06-2016,1255,2701,3497,1137,3978.35,17124.34,18953.74,8106.81
2184,15-06-2016,4542,607,2928,644,14398.14,3848.38,15869.76,4591.72
2185,16-06-2016,7118,522,351,939,22564.06,3309.48,1902.42,6695.07
2186,17-06-2016,5859,1355,801,826,18573.03,8590.7,4341.42,5889.38
2187,18-06-2016,3537,459,2534,503,11212.29,2910.06,13734.28,3586.39
2188,19-06-2016,3504,2338,2396,344,11107.68,14822.92,12986.32,2452.72
2189,20-06-2016,6730,1669,3703,840,21334.1,10581.46,20070.26,5989.2
2190,21-06-2016,7734,2693,2679,459,24516.78,17073.62,14520.18,3272.67
2191,22-06-2016,3668,366,3783,686,11627.56,2320.44,20503.86,4891.18
2192,23-06-2016,3186,2743,4226,470,10099.62,17390.62,22904.92,3351.1
2193,24-06-2016,2965,2652,1034,1532,9399.05,16813.68,5604.28,10923.16
2194,25-06-2016,7866,2774,4616,1300,24935.22,17587.16,25018.72,9269
2195,26-06-2016,1068,2204,5467,942,3385.56,13973.36,29631.14,6716.46
2196,27-06-2016,7090,3970,961,512,22475.3,25169.8,5208.62,3650.56
2197,28-06-2016,5523,3860,351,1272,17507.91,24472.4,1902.42,9069.36
2198,29-06-2016,7530,696,3976,1993,23870.1,4412.64,21549.92,14210.09
2199,30-06-2016,5343,2667,5331,1824,16937.31,16908.78,28894.02,13005.12
2200,01-07-2016,3028,965,4542,806,9598.76,6118.1,24617.64,5746.78
2201,02-07-2016,6502,2268,4375,966,20611.34,14379.12,23712.5,6887.58
2202,03-07-2016,3603,2185,729,1166,11421.51,13852.9,3951.18,8313.58
2203,04-07-2016,4675,3772,4710,1672,14819.75,23914.48,25528.2,11921.36
2204,05-07-2016,254,1073,682,1391,805.18,6802.82,3696.44,9917.83
2205,06-07-2016,7392,2106,1706,1381,23432.64,13352.04,9246.52,9846.53
2206,07-07-2016,2684,3044,4316,556,8508.28,19298.96,23392.72,3964.28
2207,08-07-2016,3779,1188,4994,447,11979.43,7531.92,27067.48,3187.11
2208,09-07-2016,573,604,4638,1662,1816.41,3829.36,25137.96,11850.06
2209,10-07-2016,5420,2573,1350,637,17181.4,16312.82,7317,4541.81
2210,11-07-2016,429,1060,5855,1891,1359.93,6720.4,31734.1,13482.83
2211,12-07-2016,7350,442,449,1015,23299.5,2802.28,2433.58,7236.95
2212,13-07-2016,5397,2715,802,1526,17108.49,17213.1,4346.84,10880.38
2213,14-07-2016,1628,334,2465,329,5160.76,2117.56,13360.3,2345.77
2214,15-07-2016,3483,3475,2152,1507,11041.11,22031.5,11663.84,10744.91
2215,16-07-2016,2300,1651,2731,555,7291,10467.34,14802.02,3957.15
2216,17-07-2016,379,592,2627,1864,1201.43,3753.28,14238.34,13290.32
2217,18-07-2016,5422,810,2865,253,17187.74,5135.4,15528.3,1803.89
2218,19-07-2016,7492,597,5673,623,23749.64,3784.98,30747.66,4441.99
2219,20-07-2016,3184,1471,764,714,10093.28,9326.14,4140.88,5090.82
2220,21-07-2016,1228,3373,4829,732,3892.76,21384.82,26173.18,5219.16
2221,22-07-2016,3793,1284,5267,1201,12023.81,8140.56,28547.14,8563.13
2222,23-07-2016,7812,2986,2225,1179,24764.04,18931.24,12059.5,8406.27
2223,24-07-2016,7287,3667,4412,683,23099.79,23248.78,23913.04,4869.79
2224,25-07-2016,6167,2093,3556,600,19549.39,13269.62,19273.52,4278
2225,26-07-2016,514,2832,2678,1748,1629.38,17954.88,14514.76,12463.24
2226,27-07-2016,5725,3717,1224,1474,18148.25,23565.78,6634.08,10509.62
2227,28-07-2016,624,2645,1600,473,1978.08,16769.3,8672,3372.49
2228,29-07-2016,7805,2159,1763,819,24741.85,13688.06,9555.46,5839.47
2229,30-07-2016,724,1925,4924,1027,2295.08,12204.5,26688.08,7322.51
2230,31-07-2016,637,1618,844,1744,2019.29,10258.12,4574.48,12434.72
2231,01-08-2016,5722,947,3302,921,18138.74,6003.98,17896.84,6566.73
2232,02-08-2016,6845,2374,4150,804,21698.65,15051.16,22493,5732.52
2233,03-08-2016,2512,3598,5929,1253,7963.04,22811.32,32135.18,8933.89
2234,04-08-2016,3623,2656,3577,635,11484.91,16839.04,19387.34,4527.55
2235,05-08-2016,859,1535,4756,1779,2723.03,9731.9,25777.52,12684.27
2236,06-08-2016,3945,583,423,906,12505.65,3696.22,2292.66,6459.78
2237,07-08-2016,2584,2634,4517,438,8191.28,16699.56,24482.14,3122.94
2238,08-08-2016,3602,2997,4601,1973,11418.34,19000.98,24937.42,14067.49
2239,09-08-2016,5317,1905,5186,780,16854.89,12077.7,28108.12,5561.4
2240,10-08-2016,4500,3305,5910,1276,14265,20953.7,32032.2,9097.88
2241,11-08-2016,3814,3448,1212,1567,12090.38,21860.32,6569.04,11172.71
2242,12-08-2016,7747,457,2411,1532,24557.99,2897.38,13067.62,10923.16
2243,13-08-2016,6579,2293,4075,1418,20855.43,14537.62,22086.5,10110.34
2244,14-08-2016,7488,3872,1353,1947,23736.96,24548.48,7333.26,13882.11
2245,15-08-2016,2648,312,1238,1652,8394.16,1978.08,6709.96,11778.76
2246,16-08-2016,5990,3869,1596,834,18988.3,24529.46,8650.32,5946.42
2247,17-08-2016,4463,2105,799,1601,14147.71,13345.7,4330.58,11415.13
2248,18-08-2016,5146,650,3451,347,16312.82,4121,18704.42,2474.11
2249,19-08-2016,593,930,3805,1249,1879.81,5896.2,20623.1,8905.37
2250,20-08-2016,7979,2943,1147,1715,25293.43,18658.62,6216.74,12227.95
2251,21-08-2016,6127,597,4928,956,19422.59,3784.98,26709.76,6816.28
2252,22-08-2016,6493,3392,836,401,20582.81,21505.28,4531.12,2859.13
2253,23-08-2016,1516,956,5083,1978,4805.72,6061.04,27549.86,14103.14
2254,24-08-2016,2471,2880,2119,1201,7833.07,18259.2,11484.98,8563.13
2255,25-08-2016,3991,1651,958,1520,12651.47,10467.34,5192.36,10837.6
2256,26-08-2016,668,3679,3033,1252,2117.56,23324.86,16438.86,8926.76
2257,27-08-2016,3527,3356,5348,1534,11180.59,21277.04,28986.16,10937.42
2258,28-08-2016,537,3802,4315,794,1702.29,24104.68,23387.3,5661.22
2259,29-08-2016,5032,1519,5801,1613,15951.44,9630.46,31441.42,11500.69
2260,31-08-2016,7653,1378,5327,358,24260.01,8736.52,28872.34,2552.54
2261,01-09-2016,4061,1634,4173,1631,12873.37,10359.56,22617.66,11629.03
2262,02-09-2016,3611,3389,5605,1475,11446.87,21486.26,30379.1,10516.75
2263,03-09-2016,3818,1955,2216,560,12103.06,12394.7,12010.72,3992.8
2264,04-09-2016,4308,584,4284,479,13656.36,3702.56,23219.28,3415.27
2265,05-09-2016,7726,3971,502,1291,24491.42,25176.14,2720.84,9204.83
2266,06-09-2016,1164,2501,4091,1593,3689.88,15856.34,22173.22,11358.09
2267,07-09-2016,951,3717,5879,1701,3014.67,23565.78,31864.18,12128.13
2268,08-09-2016,6552,1667,808,1166,20769.84,10568.78,4379.36,8313.58
2269,09-09-2016,732,354,5845,1480,2320.44,2244.36,31679.9,10552.4
2270,10-09-2016,3246,1705,2443,1380,10289.82,10809.7,13241.06,9839.4
2271,11-09-2016,5250,716,4234,803,16642.5,4539.44,22948.28,5725.39
2272,12-09-2016,5496,3572,428,1681,17422.32,22646.48,2319.76,11985.53
2273,13-09-2016,5260,1059,2117,1916,16674.2,6714.06,11474.14,13661.08
2274,14-09-2016,2398,3891,4634,1125,7601.66,24668.94,25116.28,8021.25
2275,15-09-2016,2520,3995,2036,400,7988.4,25328.3,11035.12,2852
2276,16-09-2016,6814,1342,464,253,21600.38,8508.28,2514.88,1803.89
2277,17-09-2016,3152,2394,3952,660,9991.84,15177.96,21419.84,4705.8
2278,18-09-2016,4200,1800,4816,560,13314,11412,26102.72,3992.8
2279,19-09-2016,5110,3307,1708,1471,16198.7,20966.38,9257.36,10488.23
2280,20-09-2016,2515,3798,1971,400,7972.55,24079.32,10682.82,2852
2281,21-09-2016,4385,1687,2148,486,13900.45,10695.58,11642.16,3465.18
2282,22-09-2016,1661,2689,558,568,5265.37,17048.26,3024.36,4049.84
2283,23-09-2016,1161,1633,4562,1634,3680.37,10353.22,24726.04,11650.42
2284,24-09-2016,3903,2929,1546,1989,12372.51,18569.86,8379.32,14181.57
2285,25-09-2016,3248,1594,2211,1153,10296.16,10105.96,11983.62,8220.89
2286,26-09-2016,1713,435,751,741,5430.21,2757.9,4070.42,5283.33
2287,27-09-2016,828,1411,595,355,2624.76,8945.74,3224.9,2531.15
2288,28-09-2016,775,3572,581,1910,2456.75,22646.48,3149.02,13618.3
2289,29-09-2016,3794,3166,657,395,12026.98,20072.44,3560.94,2816.35
2290,30-09-2016,1496,2960,5491,1346,4742.32,18766.4,29761.22,9596.98
2291,31-9-2016,7891,741,2280,1068,25014.47,4697.94,12357.6,7614.84
2292,01-10-2016,688,1000,3169,1460,2180.96,6340,17175.98,10409.8
2293,02-10-2016,4720,3583,2766,1275,14962.4,22716.22,14991.72,9090.75
2294,03-10-2016,6389,2834,1792,604,20253.13,17967.56,9712.64,4306.52
2295,04-10-2016,4710,2984,856,1829,14930.7,18918.56,4639.52,13040.77
2296,05-10-2016,4718,3983,5502,739,14956.06,25252.22,29820.84,5269.07
2297,06-10-2016,7890,851,5129,1237,25011.3,5395.34,27799.18,8819.81
2298,07-10-2016,6223,1237,5016,1234,19726.91,7842.58,27186.72,8798.42
2299,08-10-2016,1171,3333,4976,1801,3712.07,21131.22,26969.92,12841.13
2300,09-10-2016,4365,2354,4786,611,13837.05,14924.36,25940.12,4356.43
2301,10-10-2016,4517,698,3215,490,14318.89,4425.32,17425.3,3493.7
2302,11-10-2016,3968,2288,2973,1835,12578.56,14505.92,16113.66,13083.55
2303,12-10-2016,7081,3222,983,1770,22446.77,20427.48,5327.86,12620.1
2304,13-10-2016,1058,3450,1653,515,3353.86,21873,8959.26,3671.95
2305,14-10-2016,6565,642,4151,936,20811.05,4070.28,22498.42,6673.68
2306,15-10-2016,2348,1974,3405,274,7443.16,12515.16,18455.1,1953.62
2307,16-10-2016,3151,667,2420,1511,9988.67,4228.78,13116.4,10773.43
2308,17-10-2016,1015,1995,1272,387,3217.55,12648.3,6894.24,2759.31
2309,18-10-2016,670,1641,5074,1942,2123.9,10403.94,27501.08,13846.46
2310,19-10-2016,3222,559,4903,542,10213.74,3544.06,26574.26,3864.46
2311,20-10-2016,3962,348,4050,690,12559.54,2206.32,21951,4919.7
2312,21-10-2016,3028,2830,2013,260,9598.76,17942.2,10910.46,1853.8
2313,22-10-2016,3961,2621,1555,1903,12556.37,16617.14,8428.1,13568.39
2314,23-10-2016,1829,3452,2300,1148,5797.93,21885.68,12466,8185.24
2315,24-10-2016,6009,3261,515,1292,19048.53,20674.74,2791.3,9211.96
2316,25-10-2016,1163,2127,1522,988,3686.71,13485.18,8249.24,7044.44
2317,26-10-2016,2308,3832,3304,760,7316.36,24294.88,17907.68,5418.8
2318,27-10-2016,6864,3146,4267,1942,21758.88,19945.64,23127.14,13846.46
2319,28-10-2016,6617,2280,2261,1549,20975.89,14455.2,12254.62,11044.37
2320,29-10-2016,4018,2068,4079,790,12737.06,13111.12,22108.18,5632.7
2321,30-10-2016,902,2024,953,1678,2859.34,12832.16,5165.26,11964.14
2322,01-11-2016,3125,2582,406,648,9906.25,16369.88,2200.52,4620.24
2323,02-11-2016,2390,2817,1793,707,7576.3,17859.78,9718.06,5040.91
2324,03-11-2016,2348,618,1912,1004,7443.16,3918.12,10363.04,7158.52
2325,04-11-2016,3857,353,5416,1524,12226.69,2238.02,29354.72,10866.12
2326,05-11-2016,6250,923,5975,1593,19812.5,5851.82,32384.5,11358.09
2327,06-11-2016,2844,3721,2371,1573,9015.48,23591.14,12850.82,11215.49
2328,07-11-2016,1898,2737,2257,1894,6016.66,17352.58,12232.94,13504.22
2329,08-11-2016,1374,3429,988,1873,4355.58,21739.86,5354.96,13354.49
2330,09-11-2016,2369,2378,2358,1388,7509.73,15076.52,12780.36,9896.44
2331,10-11-2016,3146,3986,4910,1163,9972.82,25271.24,26612.2,8292.19
2332,11-11-2016,3111,3198,1388,1400,9861.87,20275.32,7522.96,9982
