start_time,end_time,hhid,account_num,account_type,weight,district,urban,gender,age,hh_members,highest_grade_completed,mm_account_cancelled,prefer_cash,mm_trust,mm_account_telco,mm_account_telco_main,v234,agent_trust,v236,v237,v238,v240,v241,v242,v243,v244,v245,v246
"Nov 1, 2019 12:29:37 PM","Nov 1, 2019 1:47:41 PM",1600,2,SACCO Account,530.54945,District_A,Rural,male,54,5,tvet,no,yes,no,Company_A,,-97,,,no,yes,no,no,no,yes,,no,yes
"Nov 1, 2019 3:10:22 PM","Nov 1, 2019 4:22:36 PM",1600,3,VSLA Account,530.54945,District_A,Rural,male,54,5,tvet,no,yes,no,Company_A,,-97,,,no,yes,no,no,no,yes,,no,yes
"Nov 1, 2019 10:59:40 AM","Nov 1, 2019 12:20:55 PM",1601,1,Mobile Money,250.34074,District_A,Urban,male,33,3,secondary 6,no,yes,yes,Company_A Company_B,Company_A,yes,yes,,yes,no,no,yes,no,yes,,no,no
"Nov 1, 2019 12:30:45 PM","Nov 1, 2019 1:37:18 PM",1601,2,Bank Account,250.34074,District_A,Urban,male,33,3,secondary 6,no,yes,yes,Company_A Company_B,Company_A,yes,yes,,yes,no,no,yes,no,yes,,no,no
"Nov 1, 2019 1:53:46 PM","Nov 1, 2019 3:17:34 PM",1601,3,SACCO Account,250.34074,District_A,Urban,male,33,3,secondary 6,no,yes,yes,Company_A Company_B,Company_A,yes,yes,,yes,no,no,yes,no,yes,,no,no
"Nov 1, 2019 3:34:45 PM","Nov 1, 2019 4:50:48 PM",1602,1,Mobile Money,533.4642,District_A,Rural,male,25,5,secondary 4,no,yes,no,Company_A Company_B,Company_A,yes,,,yes,yes,no,no,no,yes,,no,no
"Nov 1, 2019 9:14:32 AM","Nov 1, 2019 10:19:38 AM",1602,2,Bank Account,533.4642,District_A,Rural,male,25,5,secondary 4,no,yes,no,Company_A Company_B,Company_A,yes,,,yes,yes,no,no,no,yes,,no,no
"Nov 1, 2019 10:23:46 AM","Nov 1, 2019 11:24:11 AM",1602,3,VSLA Account,533.4642,District_A,Rural,male,25,5,secondary 4,no,yes,no,Company_A Company_B,Company_A,yes,,,yes,yes,no,no,no,yes,,no,no
"Nov 1, 2019 11:32:50 AM","Nov 1, 2019 12:40:15 PM",1603,1,Mobile Money,221.60444,District_B,Rural,female,28,5,primary 6,no,,no,Company_B,,yes,no,,yes,yes,no,yes,no,yes,yes,yes,no
"Nov 1, 2019 12:42:56 PM","Nov 1, 2019 1:44:22 PM",1603,2,Bank Account,221.60444,District_B,Rural,female,28,5,primary 6,no,,no,Company_B,,yes,no,,yes,yes,no,yes,no,yes,yes,yes,no
"Nov 1, 2019 3:22:42 PM","Nov 1, 2019 4:27:07 PM",1603,3,SACCO Account,221.60444,District_B,Rural,female,28,5,primary 6,no,,no,Company_B,,yes,no,,yes,yes,no,yes,no,yes,yes,yes,no
"Nov 1, 2019 12:02:35 PM","Nov 1, 2019 1:30:44 PM",1603,4,VSLA Account,221.60444,District_B,Rural,female,28,5,primary 6,no,,no,Company_B,,yes,no,,yes,yes,no,yes,no,yes,yes,yes,no
"Nov 1, 2019 1:36:32 PM","Nov 1, 2019 2:53:26 PM",1604,1,Mobile Money,45.980952,District_A,Rural,male,30,1,primary 6,no,yes,no,Company_A Company_B,Company_B,yes,no,,no,yes,no,yes,no,yes,,no,no
"Nov 1, 2019 3:42:55 PM","Nov 1, 2019 4:53:39 PM",1604,2,Bank Account,45.980952,District_A,Rural,male,30,1,primary 6,no,yes,no,Company_A Company_B,Company_B,yes,no,,no,yes,no,yes,no,yes,,no,no
"Nov 1, 2019 10:25:05 AM","Nov 1, 2019 11:46:26 AM",1605,1,SACCO Account,212.45861,District_A,Urban,male,45,4,,no,yes,,,,,,,,,,,,,,,
"Nov 1, 2019 11:59:06 AM","Nov 1, 2019 1:13:02 PM",1605,2,VSLA Account,212.45861,District_A,Urban,male,45,4,,no,yes,,,,,,,,,,,,,,,
"Nov 1, 2019 1:35:43 PM","Nov 1, 2019 2:37:10 PM",1606,1,Mobile Money,216.38095,District_A,Urban,male,42,5,primary 6,no,yes,yes,Company_A Company_B,Company_A,no,no,,yes,yes,yes,yes,no,yes,no,no,yes
"Nov 1, 2019 2:57:46 PM","Nov 1, 2019 4:14:32 PM",1607,1,SACCO Account,201.28313,District_C,Rural,female,65,3,other,no,yes,no,,,,,,,,,,,,,,
"Nov 1, 2019 9:00:04 AM","Nov 1, 2019 10:00:23 AM",1607,2,VSLA Account,201.28313,District_C,Rural,female,65,3,other,no,yes,no,,,,,,,,,,,,,,
"Nov 1, 2019 10:00:32 AM","Nov 1, 2019 10:53:56 AM",1608,1,Mobile Money,949.97669,District_A,Urban,male,56,6,,no,yes,no,Company_A Company_B,Company_A,yes,yes,,no,yes,no,no,no,yes,yes,no,no
"Nov 1, 2019 10:54:04 AM","Nov 1, 2019 11:55:05 AM",1608,2,Bank Account,949.97669,District_A,Urban,male,56,6,,no,yes,no,Company_A Company_B,Company_A,yes,yes,,no,yes,no,no,no,yes,yes,no,no
"Nov 1, 2019 1:08:55 PM","Nov 1, 2019 2:03:13 PM",1609,1,None,656.27708,District_C,Rural,female,36,5,primary 3,no,yes,no,,,,,,,,,,,,,,
"Nov 1, 2019 2:22:07 PM","Nov 1, 2019 4:41:18 PM",1610,1,None,385.32741,District_C,Rural,female,40,5,primary 5,no,yes,-97,,,,,,,,,,,,,,
"Nov 1, 2019 10:23:46 AM","Nov 1, 2019 11:58:08 AM",1611,1,Mobile Money,284.43826,District_A,Urban,male,25,7,university,no,yes,no,Company_A Company_B,Company_A,no,,no,yes,yes,no,yes,no,yes,,no,yes
"Nov 1, 2019 12:04:06 PM","Nov 1, 2019 1:15:15 PM",1611,2,Bank Account,284.43826,District_A,Urban,male,25,7,university,no,yes,no,Company_A Company_B,Company_A,no,,no,yes,yes,no,yes,no,yes,,no,yes
"Nov 1, 2019 1:24:32 PM","Nov 1, 2019 2:46:51 PM",1612,1,Bank Account,259.09586,District_A,Rural,female,42,7,secondary 1,yes,yes,no,,,,,,no,yes,no,yes,no,yes,,yes,no
"Nov 1, 2019 4:54:51 PM","Nov 1, 2019 6:07:28 PM",1612,2,VSLA Account,259.09586,District_A,Rural,female,42,7,secondary 1,yes,yes,no,,,,,,no,yes,no,yes,no,yes,,yes,no
"Nov 2, 2019 8:46:34 AM","Nov 2, 2019 10:13:03 AM",1613,1,Mobile Money,196.93931,District_C,Rural,female,22,2,primary 6,no,yes,no,Company_B Company_C,Company_B,,no,,no,no,no,no,no,no,,no,no
"Nov 2, 2019 11:44:42 AM","Nov 2, 2019 1:01:54 PM",1613,2,VSLA Account,196.93931,District_C,Rural,female,22,2,primary 6,no,yes,no,Company_B Company_C,Company_B,,no,,no,no,no,no,no,no,,no,no
"Nov 2, 2019 9:32:47 AM","Nov 2, 2019 10:28:12 AM",1614,1,VSLA Account,180.01481,District_B,Rural,female,53,1,,yes,yes,no,,,,,,no,yes,no,no,,no,,no,no
"Nov 2, 2019 10:32:59 AM","Nov 2, 2019 11:36:50 AM",1615,1,Mobile Money,331.73789,District_A,Urban,male,40,6,secondary 3,no,yes,no,Company_A,,,no,yes,yes,no,yes,yes,no,yes,,no,no
"Nov 2, 2019 11:37:15 AM","Nov 2, 2019 12:46:04 PM",1615,2,SACCO Account,331.73789,District_A,Urban,male,40,6,secondary 3,no,yes,no,Company_A,,,no,yes,yes,no,yes,yes,no,yes,,no,no
"Nov 2, 2019 1:02:59 PM","Nov 2, 2019 1:59:03 PM",1616,1,Mobile Money,170.66296,District_A,Urban,female,45,4,secondary 6,no,yes,no,Company_A,,yes,no,,yes,no,yes,yes,no,yes,,yes,no
"Nov 2, 2019 11:33:27 AM","Nov 2, 2019 12:36:38 PM",1616,2,Bank Account,170.66296,District_A,Urban,female,45,4,secondary 6,no,yes,no,Company_A,,yes,no,,yes,no,yes,yes,no,yes,,yes,no
"Nov 2, 2019 12:45:47 PM","Nov 2, 2019 1:56:36 PM",1616,3,SACCO Account,170.66296,District_A,Urban,female,45,4,secondary 6,no,yes,no,Company_A,,yes,no,,yes,no,yes,yes,no,yes,,yes,no
"Nov 1, 2019 8:47:21 AM","Nov 1, 2019 9:48:04 AM",1616,4,VSLA Account,170.66296,District_A,Urban,female,45,4,secondary 6,no,yes,no,Company_A,,yes,no,,yes,no,yes,yes,no,yes,,yes,no
"Nov 1, 2019 9:50:51 AM","Nov 1, 2019 10:57:28 AM",1617,1,Mobile Money,206.5376,District_C,Urban,female,28,5,secondary 2,no,yes,no,Company_B,,yes,no,no,no,yes,no,no,no,yes,,no,no
"Nov 1, 2019 11:02:31 AM","Nov 1, 2019 11:53:32 AM",1618,1,Mobile Money,164.56691,District_C,Rural,female,55,5,,no,yes,no,Company_A Company_B,Company_B,no,,,yes,no,no,yes,no,yes,,no,no
"Nov 1, 2019 11:57:46 AM","Nov 1, 2019 12:53:09 PM",1618,2,Bank Account,164.56691,District_C,Rural,female,55,5,,no,yes,no,Company_A Company_B,Company_B,no,,,yes,no,no,yes,no,yes,,no,no
"Nov 1, 2019 1:10:02 PM","Nov 1, 2019 2:01:45 PM",1618,3,SACCO Account,164.56691,District_C,Rural,female,55,5,,no,yes,no,Company_A Company_B,Company_B,no,,,yes,no,no,yes,no,yes,,no,no
"Nov 1, 2019 2:09:40 PM","Nov 1, 2019 3:10:08 PM",1618,4,VSLA Account,164.56691,District_C,Rural,female,55,5,,no,yes,no,Company_A Company_B,Company_B,no,,,yes,no,no,yes,no,yes,,no,no
"Nov 2, 2019 9:20:01 AM","Nov 2, 2019 10:09:42 AM",1619,1,Mobile Money,377.37208,District_A,Urban,male,38,7,primary 6,no,yes,no,Company_A,,yes,no,,yes,no,yes,yes,no,no,yes,no,no
"Nov 2, 2019 10:14:10 AM","Nov 2, 2019 11:06:44 AM",1619,2,Bank Account,377.37208,District_A,Urban,male,38,7,primary 6,no,yes,no,Company_A,,yes,no,,yes,no,yes,yes,no,no,yes,no,no
"Nov 2, 2019 11:08:18 AM","Nov 2, 2019 12:12:50 PM",1620,1,None,1709.419,District_B,Rural,male,48,5,primary 6,yes,yes,no,,,,no,,yes,yes,no,yes,no,no,,yes,no
"Nov 2, 2019 12:14:37 PM","Nov 2, 2019 1:18:24 PM",1621,1,None,330.51358,District_C,Rural,female,36,7,primary 1,yes,yes,no,,,,,,no,yes,no,no,no,yes,,no,yes
"Nov 2, 2019 1:21:04 PM","Nov 2, 2019 2:17:13 PM",1622,1,None,235.81235,District_C,Rural,female,34,4,primary 3,yes,yes,no,,,,no,,no,yes,no,no,no,no,,no,no
"Nov 2, 2019 9:52:53 AM","Nov 2, 2019 11:10:09 AM",1623,1,Mobile Money,210.97143,District_A,Rural,female,19,5,primary 6,no,yes,no,Company_A Company_B Company_C,Company_A,no,yes,,yes,no,no,yes,no,yes,yes,no,no
"Nov 2, 2019 12:55:54 PM","Nov 2, 2019 2:13:33 PM",1624,1,Mobile Money,213.21275,District_C,Rural,female,30,4,university,no,yes,no,Company_A Company_B,Company_A,no,,no,no,yes,no,yes,no,yes,no,no,no
"Nov 2, 2019 2:18:50 PM","Nov 2, 2019 3:22:43 PM",1624,2,Bank Account,213.21275,District_C,Rural,female,30,4,university,no,yes,no,Company_A Company_B,Company_A,no,,no,no,yes,no,yes,no,yes,no,no,no
"Nov 2, 2019 10:17:53 AM","Nov 2, 2019 11:21:00 AM",1625,1,Mobile Money,472.05503,District_A,Urban,male,36,3,primary 2,no,yes,no,Company_A Company_B,Company_A,,,yes,yes,yes,yes,yes,no,yes,,no,no
"Nov 2, 2019 1:00:54 PM","Nov 2, 2019 2:14:59 PM",1625,2,Bank Account,472.05503,District_A,Urban,male,36,3,primary 2,no,yes,no,Company_A Company_B,Company_A,,,yes,yes,yes,yes,yes,no,yes,,no,no
"Nov 2, 2019 2:18:57 PM","Nov 2, 2019 3:47:08 PM",1626,1,SACCO Account,329.13383,District_C,Rural,male,35,5,primary 4,yes,yes,no,,,,,,yes,no,yes,yes,no,yes,,no,no
"Nov 2, 2019 3:54:01 PM","Nov 2, 2019 4:54:40 PM",1626,2,VSLA Account,329.13383,District_C,Rural,male,35,5,primary 4,yes,yes,no,,,,,,yes,no,yes,yes,no,yes,,no,no
"Nov 2, 2019 4:58:24 PM","Nov 2, 2019 5:57:15 PM",1627,1,Mobile Money,611.67347,District_C,Rural,female,21,6,primary 5,no,yes,no,Company_B Company_C,Company_B,no,no,,no,yes,no,no,no,no,,no,no
"Nov 2, 2019 8:38:57 AM","Nov 2, 2019 9:27:16 AM",1628,1,None,1588.3007,District_C,Rural,female,18,2,primary 4,no,yes,no,,,,,,,,,,,,,,
"Nov 2, 2019 3:33:10 PM","Nov 2, 2019 4:26:44 PM",1629,1,SACCO Account,315.38559,District_B,Rural,female,21,3,primary 4,yes,yes,no,,,,,,,,,,,,,,
"Nov 2, 2019 11:00:35 AM","Nov 2, 2019 12:31:15 PM",1629,2,VSLA Account,315.38559,District_B,Rural,female,21,3,primary 4,yes,yes,no,,,,,,,,,,,,,,
"Nov 2, 2019 5:16:02 PM","Nov 2, 2019 7:01:25 PM",1630,1,VSLA Account,151.73663,District_B,Rural,female,60,5,,yes,yes,no,,,,,,no,no,no,,no,no,,no,no
"Nov 2, 2019 9:00:43 AM","Nov 2, 2019 9:57:45 AM",1631,1,Mobile Money,250.88857,District_B,Rural,male,28,3,primary 5,no,yes,no,Company_A,,,,,yes,yes,no,yes,no,no,,no,yes
"Nov 2, 2019 9:58:35 AM","Nov 2, 2019 11:23:30 AM",1631,2,VSLA Account,250.88857,District_B,Rural,male,28,3,primary 5,no,yes,no,Company_A,,,,,yes,yes,no,yes,no,no,,no,yes
"Nov 2, 2019 11:31:42 AM","Nov 2, 2019 12:28:43 PM",1632,1,Mobile Money,405.64741,District_C,Rural,female,46,4,primary 3,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,no,no,yes,no,yes,,yes,no
"Nov 2, 2019 12:35:09 PM","Nov 2, 2019 1:36:52 PM",1632,2,VSLA Account,405.64741,District_C,Rural,female,46,4,primary 3,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,no,no,yes,no,yes,,yes,no
"Nov 2, 2019 1:48:30 PM","Nov 2, 2019 2:56:03 PM",1633,1,Mobile Money,261.47217,District_C,Rural,female,31,6,university,no,yes,yes,Company_A Company_B Company_C,Company_C,yes,no,yes,yes,yes,yes,no,no,yes,yes,yes,no
"Nov 2, 2019 3:07:49 PM","Nov 2, 2019 4:04:33 PM",1633,2,Bank Account,261.47217,District_C,Rural,female,31,6,university,no,yes,yes,Company_A Company_B Company_C,Company_C,yes,no,yes,yes,yes,yes,no,no,yes,yes,yes,no
"Nov 2, 2019 4:10:30 PM","Nov 2, 2019 5:08:21 PM",1633,3,SACCO Account,261.47217,District_C,Rural,female,31,6,university,no,yes,yes,Company_A Company_B Company_C,Company_C,yes,no,yes,yes,yes,yes,no,no,yes,yes,yes,no
"Nov 2, 2019 10:17:21 AM","Nov 2, 2019 11:36:32 AM",1634,1,SACCO Account,533.25675,District_C,Rural,male,46,6,primary 2,yes,yes,,,,,no,,no,yes,no,yes,no,no,,no,no
"Nov 2, 2019 10:09:05 AM","Nov 2, 2019 11:18:35 AM",1635,1,Mobile Money,277.2642,District_B,Rural,female,36,3,,no,yes,no,Company_A,,no,no,,yes,no,no,no,no,no,,no,no
"Nov 2, 2019 11:25:25 AM","Nov 2, 2019 12:37:36 PM",1636,1,Mobile Money,391.59873,District_B,Rural,male,49,6,university,no,yes,no,Company_A,,no,,,yes,no,no,yes,no,yes,,no,no
"Nov 2, 2019 12:42:00 PM","Nov 2, 2019 1:51:06 PM",1636,2,SACCO Account,391.59873,District_B,Rural,male,49,6,university,no,yes,no,Company_A,,no,,,yes,no,no,yes,no,yes,,no,no
"Nov 2, 2019 2:01:47 PM","Nov 2, 2019 2:58:08 PM",1636,3,VSLA Account,391.59873,District_B,Rural,male,49,6,university,no,yes,no,Company_A,,no,,,yes,no,no,yes,no,yes,,no,no
"Nov 2, 2019 3:03:27 PM","Nov 2, 2019 4:11:53 PM",1637,1,Mobile Money,205.8869,District_C,Rural,female,28,4,secondary 6,no,yes,no,Company_A Company_B,Company_B,yes,no,,yes,yes,yes,yes,no,yes,,yes,no
"Nov 2, 2019 4:19:15 PM","Nov 2, 2019 5:22:02 PM",1637,2,Bank Account,205.8869,District_C,Rural,female,28,4,secondary 6,no,yes,no,Company_A Company_B,Company_B,yes,no,,yes,yes,yes,yes,no,yes,,yes,no
"Nov 2, 2019 1:44:03 PM","Nov 2, 2019 3:02:57 PM",1637,3,VSLA Account,205.8869,District_C,Rural,female,28,4,secondary 6,no,yes,no,Company_A Company_B,Company_B,yes,no,,yes,yes,yes,yes,no,yes,,yes,no
"Nov 2, 2019 8:40:03 AM","Nov 2, 2019 9:51:59 AM",1638,1,Mobile Money,152.79772,District_B,Rural,female,31,1,secondary 6,no,yes,no,Company_A,,no,no,,no,no,no,no,no,no,,no,no
"Nov 2, 2019 11:15:17 AM","Nov 2, 2019 12:28:28 PM",1638,2,VSLA Account,152.79772,District_B,Rural,female,31,1,secondary 6,no,yes,no,Company_A,,no,no,,no,no,no,no,no,no,,no,no
"Nov 2, 2019 12:37:52 PM","Nov 2, 2019 2:04:04 PM",1639,1,Mobile Money,427.75309,District_A,Urban,female,43,7,primary 6,no,yes,no,Company_A Company_B,Company_A,yes,,no,yes,no,yes,yes,no,yes,,yes,no
"Nov 2, 2019 2:09:57 PM","Nov 2, 2019 3:35:21 PM",1639,2,Bank Account,427.75309,District_A,Urban,female,43,7,primary 6,no,yes,no,Company_A Company_B,Company_A,yes,,no,yes,no,yes,yes,no,yes,,yes,no
"Nov 2, 2019 10:26:09 AM","Nov 2, 2019 11:51:23 AM",1639,3,VSLA Account,427.75309,District_A,Urban,female,43,7,primary 6,no,yes,no,Company_A Company_B,Company_A,yes,,no,yes,no,yes,yes,no,yes,,yes,no
"Nov 2, 2019 11:52:59 AM","Nov 2, 2019 1:53:38 PM",1640,1,Mobile Money,406.1418,District_B,Rural,male,58,9,primary 4,no,yes,no,Company_A,,yes,no,,no,yes,no,no,yes,yes,,no,no
"Nov 2, 2019 1:53:52 PM","Nov 2, 2019 3:32:17 PM",1640,2,SACCO Account,406.1418,District_B,Rural,male,58,9,primary 4,no,yes,no,Company_A,,yes,no,,no,yes,no,no,yes,yes,,no,no
"Nov 2, 2019 8:53:08 AM","Nov 2, 2019 10:06:21 AM",1640,3,VSLA Account,406.1418,District_B,Rural,male,58,9,primary 4,no,yes,no,Company_A,,yes,no,,no,yes,no,no,yes,yes,,no,no
"Nov 2, 2019 10:13:05 AM","Nov 2, 2019 11:28:54 AM",1641,1,SACCO Account,201.28313,District_C,Rural,male,25,4,primary 3,no,yes,no,,,,,,,,,,,,,,
"Nov 2, 2019 11:35:19 AM","Nov 2, 2019 12:36:12 PM",1641,2,VSLA Account,201.28313,District_C,Rural,male,25,4,primary 3,no,yes,no,,,,,,,,,,,,,,
"Nov 2, 2019 12:41:41 PM","Nov 2, 2019 1:51:09 PM",1642,1,VSLA Account,216.98201,District_A,Rural,female,54,3,,yes,yes,no,,,,,,no,no,no,,,no,,no,no
"Nov 2, 2019 2:09:49 PM","Nov 2, 2019 3:24:34 PM",1643,1,Mobile Money,203.0709,District_B,Rural,female,21,2,secondary 6,no,yes,no,Company_A Company_B,Company_A,no,no,no,yes,no,yes,yes,no,no,,no,no
"Nov 2, 2019 3:37:41 PM","Nov 2, 2019 4:41:35 PM",1643,2,Bank Account,203.0709,District_B,Rural,female,21,2,secondary 6,no,yes,no,Company_A Company_B,Company_A,no,no,no,yes,no,yes,yes,no,no,,no,no
"Nov 2, 2019 10:57:38 AM","Nov 2, 2019 12:29:23 PM",1644,1,Mobile Money,270.93334,District_C,Urban,female,40,8,tvet,no,yes,no,Company_A Company_B,Company_B,yes,yes,no,yes,yes,no,yes,no,yes,no,no,no
"Nov 2, 2019 12:37:06 PM","Nov 2, 2019 1:43:40 PM",1644,2,Bank Account,270.93334,District_C,Urban,female,40,8,tvet,no,yes,no,Company_A Company_B,Company_B,yes,yes,no,yes,yes,no,yes,no,yes,no,no,no
"Nov 2, 2019 1:51:47 PM","Nov 2, 2019 2:57:23 PM",1644,3,VSLA Account,270.93334,District_C,Urban,female,40,8,tvet,no,yes,no,Company_A Company_B,Company_B,yes,yes,no,yes,yes,no,yes,no,yes,no,no,no
"Nov 2, 2019 3:10:49 PM","Nov 2, 2019 4:13:57 PM",1645,1,None,598.1413,District_B,Rural,female,33,7,primary 5,no,yes,,,,,,,,,,,,,,,
"Nov 2, 2019 4:22:53 PM","Nov 2, 2019 5:29:10 PM",1646,1,Mobile Money,180.51396,District_A,Urban,male,25,2,primary 6,no,yes,no,Company_A Company_B,Company_A,no,no,no,yes,yes,no,no,no,yes,yes,no,no
"Nov 2, 2019 10:16:19 AM","Nov 2, 2019 11:21:36 AM",1646,2,VSLA Account,180.51396,District_A,Urban,male,25,2,primary 6,no,yes,no,Company_A Company_B,Company_A,no,no,no,yes,yes,no,no,no,yes,yes,no,no
"Nov 2, 2019 11:24:28 AM","Nov 2, 2019 12:45:26 PM",1647,1,Mobile Money,316.69971,District_C,Rural,male,30,3,primary 4,no,yes,no,Company_B,,yes,no,,yes,yes,yes,yes,no,yes,,yes,no
"Nov 2, 2019 12:58:08 PM","Nov 2, 2019 1:49:05 PM",1647,2,SACCO Account,316.69971,District_C,Rural,male,30,3,primary 4,no,yes,no,Company_B,,yes,no,,yes,yes,yes,yes,no,yes,,yes,no
"Nov 2, 2019 2:01:20 PM","Nov 2, 2019 2:54:45 PM",1647,3,VSLA Account,316.69971,District_C,Rural,male,30,3,primary 4,no,yes,no,Company_B,,yes,no,,yes,yes,yes,yes,no,yes,,yes,no
"Nov 2, 2019 3:16:08 PM","Nov 2, 2019 4:13:34 PM",1648,1,VSLA Account,1228.2311,District_C,Rural,male,36,5,primary 4,no,yes,no,,,,,,,,,,,,,,
"Nov 2, 2019 10:33:48 AM","Nov 2, 2019 12:13:30 PM",1649,1,Mobile Money,385.87937,District_A,Urban,female,60,4,primary 6,no,yes,no,Company_A,,yes,no,no,yes,yes,yes,no,no,yes,,no,no
"Nov 2, 2019 1:17:03 PM","Nov 2, 2019 2:29:16 PM",1649,2,Bank Account,385.87937,District_A,Urban,female,60,4,primary 6,no,yes,no,Company_A,,yes,no,no,yes,yes,yes,no,no,yes,,no,no
"Nov 2, 2019 3:22:25 PM","Nov 2, 2019 4:19:23 PM",1649,3,SACCO Account,385.87937,District_A,Urban,female,60,4,primary 6,no,yes,no,Company_A,,yes,no,no,yes,yes,yes,no,no,yes,,no,no
"Nov 2, 2019 9:17:35 AM","Nov 2, 2019 10:37:35 AM",1650,1,Mobile Money,1069.3827,District_A,Urban,female,31,5,secondary 5,no,yes,no,Company_A Company_B,Company_A,yes,no,no,no,yes,no,no,no,yes,,no,no
"Nov 2, 2019 4:27:57 PM","Nov 2, 2019 5:31:41 PM",1650,2,Bank Account,1069.3827,District_A,Urban,female,31,5,secondary 5,no,yes,no,Company_A Company_B,Company_A,yes,no,no,no,yes,no,no,no,yes,,no,no
"Nov 2, 2019 10:41:51 AM","Nov 2, 2019 11:49:11 AM",1650,3,VSLA Account,1069.3827,District_A,Urban,female,31,5,secondary 5,no,yes,no,Company_A Company_B,Company_A,yes,no,no,no,yes,no,no,no,yes,,no,no
"Nov 2, 2019 12:09:12 PM","Nov 2, 2019 1:14:10 PM",1651,1,Mobile Money,368.98541,District_C,Rural,female,37,5,secondary 2,no,yes,no,Company_A Company_B,Company_A,no,no,,yes,no,no,yes,no,yes,,no,no
"Nov 2, 2019 1:24:28 PM","Nov 2, 2019 2:24:41 PM",1651,2,SACCO Account,368.98541,District_C,Rural,female,37,5,secondary 2,no,yes,no,Company_A Company_B,Company_A,no,no,,yes,no,no,yes,no,yes,,no,no
"Nov 2, 2019 9:21:02 AM","Nov 2, 2019 10:13:47 AM",1651,3,VSLA Account,368.98541,District_C,Rural,female,37,5,secondary 2,no,yes,no,Company_A Company_B,Company_A,no,no,,yes,no,no,yes,no,yes,,no,no
"Nov 2, 2019 1:07:22 PM","Nov 2, 2019 2:16:02 PM",1652,1,Mobile Money,216.38095,District_A,Urban,female,28,4,secondary 6,no,yes,no,Company_A Company_B,Company_B,yes,no,,,,,,,,,,
"Nov 2, 2019 2:20:57 PM","Nov 2, 2019 3:45:44 PM",1652,2,Bank Account,216.38095,District_A,Urban,female,28,4,secondary 6,no,yes,no,Company_A Company_B,Company_B,yes,no,,,,,,,,,,
"Nov 2, 2019 1:56:35 PM","Nov 2, 2019 3:01:52 PM",1653,1,Mobile Money,455.25126,District_B,Rural,male,38,7,primary 2,no,yes,no,Company_A,,yes,,,yes,yes,no,yes,no,yes,,yes,no
"Nov 2, 2019 3:03:50 PM","Nov 2, 2019 4:06:51 PM",1653,2,VSLA Account,455.25126,District_B,Rural,male,38,7,primary 2,no,yes,no,Company_A,,yes,,,yes,yes,no,yes,no,yes,,yes,no
"Nov 2, 2019 10:19:43 AM","Nov 2, 2019 11:33:05 AM",1654,1,VSLA Account,2244.6022,District_C,Rural,female,47,7,primary 6,yes,yes,no,,,,no,,no,yes,no,,,no,,no,no
"Nov 2, 2019 10:20:58 AM","Nov 2, 2019 11:18:00 AM",1655,1,Mobile Money,303.04395,District_C,Rural,male,50,5,tvet,no,yes,no,Company_A Company_B,Company_B,yes,no,yes,yes,yes,yes,yes,no,yes,,no,no
"Nov 2, 2019 12:47:13 PM","Nov 2, 2019 1:52:14 PM",1655,2,Bank Account,303.04395,District_C,Rural,male,50,5,tvet,no,yes,no,Company_A Company_B,Company_B,yes,no,yes,yes,yes,yes,yes,no,yes,,no,no
"Nov 2, 2019 10:35:16 AM","Nov 2, 2019 11:52:45 AM",1655,3,VSLA Account,303.04395,District_C,Rural,male,50,5,tvet,no,yes,no,Company_A Company_B,Company_B,yes,no,yes,yes,yes,yes,yes,no,yes,,no,no
"Nov 2, 2019 11:54:50 AM","Nov 2, 2019 12:59:41 PM",1656,1,None,258.9764,District_B,Rural,male,63,4,,yes,yes,,,,,,,no,no,no,,,no,,no,no
"Nov 2, 2019 1:05:13 PM","Nov 2, 2019 2:18:15 PM",1657,1,Mobile Money,211.93007,District_C,Urban,female,39,5,university,no,yes,no,Company_A Company_B,Company_A,no,yes,,no,yes,no,yes,no,yes,yes,no,no
"Nov 2, 2019 2:25:35 PM","Nov 2, 2019 3:34:49 PM",1657,2,Bank Account,211.93007,District_C,Urban,female,39,5,university,no,yes,no,Company_A Company_B,Company_A,no,yes,,no,yes,no,yes,no,yes,yes,no,no
"Nov 2, 2019 3:35:14 PM","Nov 2, 2019 4:34:03 PM",1657,3,VSLA Account,211.93007,District_C,Urban,female,39,5,university,no,yes,no,Company_A Company_B,Company_A,no,yes,,no,yes,no,yes,no,yes,yes,no,no
"Nov 2, 2019 9:19:57 AM","Nov 2, 2019 10:19:13 AM",1658,1,Mobile Money,196.98173,District_B,Rural,female,31,3,primary 4,no,yes,no,Company_A,,no,no,,no,yes,no,no,no,no,,no,no
"Nov 2, 2019 1:45:57 PM","Nov 2, 2019 2:58:16 PM",1658,2,SACCO Account,196.98173,District_B,Rural,female,31,3,primary 4,no,yes,no,Company_A,,no,no,,no,yes,no,no,no,no,,no,no
"Nov 2, 2019 10:41:08 AM","Nov 2, 2019 11:50:36 AM",1658,3,VSLA Account,196.98173,District_B,Rural,female,31,3,primary 4,no,yes,no,Company_A,,no,no,,no,yes,no,no,no,no,,no,no
"Nov 2, 2019 11:59:00 AM","Nov 2, 2019 1:02:35 PM",1659,1,Mobile Money,176.62652,District_A,Rural,female,49,3,primary 2,no,yes,no,Company_A Company_B,Company_A,no,,,no,yes,no,no,no,no,,no,no
